AcceptsAndroidPay,AcceptsApplePay,AcceptsBitcoin,AcceptsCreditCards,AcceptsInsurance,AgesAllowed,Alcohol,Ambience,Attire,BestNights,BikeParking,ByAppointmentOnly,CannabisProducts,Caters,CoatCheck,Delivery,DogsAllowed,Drive-Thru,Fri,GoodFor,GoodForDancing,GoodforGroups,GoodforKids,GoodforWorking,HappyHour,HasPoolTable,HasTV,Mon,Music,NoiseLevel,OffersMilitaryDiscount,OutdoorSeating,Parking,Sat,Smoking,Sun,Take-out,TakesReservations,Thu,Tue,WaiterService,Wed,WheelchairAccessible,Wi-Fi,area,claimed status,health inspect,id,latitude,longitude,price,rating,related0,related1,related2,review,tag,title,url
No,No,,No,,,No,Casual,Casual,,Yes,,,No,,No,,,1:00 pm - 2:00 am,"LateNight,Dessert",,Yes,Yes,,,,Yes,1:00 pm - 12:30 am,,Average,,No,Street,1:00 pm - 2:00 am,,1:00 pm - 12:30 am,Yes,No,1:00 pm - 12:30 am,1:00 pm - 12:30 am,Yes,1:00 pm - 12:30 am,Yes,Free,CA San_Francisco Outer_Richmond,Unclaimed,69outof100,my-favorite-cafe-san-francisco,37.7823965,-122.4820047,1.0,3.5,kowloon-tong-dessert-cafe-san-francisco,cafe-bakery-and-restaurant-san-francisco-2,cafe-la-flore-san-francisco-3,306,Cafes,My Favorite Cafe,https://www.yelp.com/biz/my-favorite-cafe-san-francisco?osq=food
,,,Yes,,,Beer&WineOnly,,Casual,,Yes,,,No,,No,,,5:00 pm - 10:00 pm,Dinner,,Yes,Yes,,,,No,Closed,,Average,,No,Street,5:00 pm - 10:00 pm,,5:00 pm - 10:00 pm,No,Yes,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,Yes,5:00 pm - 10:00 pm,Yes,Free,CA San_Francisco Outer_Richmond,Claimed,85outof100,el-mansour-san-francisco,37.78162,-122.492755,3.0,4.0,el-morocco-pleasant-hill,marrakech-moroccan-restaurant-san-francisco,radio-africa-kitchen-san-francisco,492,Moroccan,El Mansour,https://www.yelp.com/biz/el-mansour-san-francisco?osq=food
No,No,No,Yes,,,Beer&WineOnly,"Romantic,Classy",Casual,,Yes,,,No,,No,No,,5:00 pm - 10:30 pm,,,Yes,Yes,,,,No,5:00 pm - 10:30 pm,,,,No,Street,5:00 pm - 10:30 pm,,5:00 pm - 10:30 pm,Yes,No,5:00 pm - 10:30 pm,5:00 pm - 10:30 pm,Yes,5:00 pm - 10:30 pm,Yes,No,CA San_Francisco Outer_Richmond,Claimed,,flame-san-francisco-6,37.7821725,-122.4786914,2.0,4.0,,,,25,"AsianFusion,Taiwanese,HotPot",Flame,https://www.yelp.com/biz/flame-san-francisco-6?osq=food
,Yes,,Yes,,,No,Casual,Casual,,Yes,,,No,,Yes,,,12:00 pm - 10:00 pm,Dinner,,Yes,Yes,,,,Yes,12:00 pm - 10:00 pm,,Quiet,,No,Street,3:00 pm - 10:00 pm,,3:00 pm - 10:00 pm,Yes,No,12:00 pm - 10:00 pm,12:00 pm - 10:00 pm,No,12:00 pm - 10:00 pm,Yes,No,CA San_Francisco Outer_Richmond,Unclaimed,90outof100,pizza-joint-san-francisco-2,37.7761503,-122.4918133,1.0,3.5,pizzetta-211-san-francisco,nizarios-pizza-san-francisco-2,gaspares-pizza-house-and-italian-restaurant-san-francisco,139,"Pizza,Sandwiches",Pizza Joint,https://www.yelp.com/biz/pizza-joint-san-francisco-2?osq=food
,,,Yes,,,No,Casual,Casual,,Yes,,,Yes,,No,,,10:00 am - 7:00 pm,Lunch,,No,Yes,,,,No,10:00 am - 7:00 pm,,Quiet,,No,Street,10:00 am - 7:00 pm,,2:00 pm - 6:00 pm,Yes,No,10:00 am - 7:00 pm,10:00 am - 7:00 pm,No,10:00 am - 7:00 pm,Yes,No,CA San_Francisco Outer_Richmond,Unclaimed,100outof100,seakor-polish-delicatessen-and-sausage-factory-san-francisco,37.7799501,-122.4835117,1.0,4.5,kawikas-ocean-beach-deli-san-francisco,25th-and-clement-produce-market-san-francisco,guerra-quality-meats-san-francisco,154,"Grocery,Delis,Polish",Seakor Polish Delicatessen and Sausage Factory,https://www.yelp.com/biz/seakor-polish-delicatessen-and-sausage-factory-san-francisco?osq=food
No,No,,Yes,,,No,Casual,Casual,,No,,,No,,No,,,3:00 pm - 1:30 am,"LateNight,Dessert",,Yes,Yes,,,,Yes,3:00 pm - 12:30 am,,Average,,No,Street,11:00 am - 1:30 am,,11:00 am - 12:00 am,Yes,No,3:00 pm - 12:30 am,3:00 pm - 12:30 am,Yes,3:00 pm - 12:30 am,Yes,No,CA San_Francisco Outer_Richmond,Claimed,72outof100,100-sweet-cafe-san-francisco,37.7821546706,-122.486297085,1.0,3.0,genki-crepes-and-mini-mart-san-francisco,kowloon-tong-dessert-cafe-san-francisco,golden-island-cafe-san-francisco,490,"AsianFusion,Desserts,Chinese",100% Sweet Cafe,https://www.yelp.com/biz/100-sweet-cafe-san-francisco?osq=food
,,,Yes,,,Beer&WineOnly,Classy,Casual,,Yes,,,Yes,,No,,,1:00 pm - 10:00 pm,Dinner,,Yes,Yes,,,,No,1:00 pm - 10:00 pm,,Average,,No,"Garage,Street",1:00 pm - 10:00 pm,,1:00 pm - 10:00 pm,Yes,Yes,1:00 pm - 10:00 pm,1:00 pm - 10:00 pm,Yes,1:00 pm - 10:00 pm,Yes,Free,CA San_Francisco Outer_Richmond,Claimed,88outof100,red-tavern-san-francisco,37.782203,-122.483326,2.0,4.0,babushka-russian-deli-and-restaurant-walnut-creek-2,russian-renaissance-restaurant-san-francisco,katias-russian-tea-room-san-francisco,215,"Russian,ModernEuropean",Red Tavern,https://www.yelp.com/biz/red-tavern-san-francisco?osq=food
No,No,,Yes,,,Beer&WineOnly,Casual,Casual,,Yes,,,No,,No,,,10:30 am - 9:30 pm,Dinner,,Yes,Yes,,,,Yes,10:30 am - 9:30 pm,,Average,,No,Street,10:00 am - 9:30 pm,,10:00 am - 9:30 pm,Yes,No,10:30 am - 9:30 pm,10:30 am - 9:30 pm,Yes,10:30 am - 9:30 pm,Yes,No,CA San_Francisco Outer_Richmond,Unclaimed,94outof100,little-henrys-san-francisco-2,37.7759193,-122.4975241,2.0,3.0,ristorante-marcello-san-francisco,giorgios-pizzeria-san-francisco-5,bella-trattoria-san-francisco,225,Italian,Little Henry’s,https://www.yelp.com/biz/little-henrys-san-francisco-2?osq=food
No,No,,No,,,No,Casual,Casual,,Yes,,,No,,No,,,7:00 am - 3:00 pm,Breakfast,,No,Yes,,,,Yes,7:00 am - 3:00 pm,,Average,,No,Street,7:00 am - 3:00 pm,,7:00 am - 3:00 pm,Yes,No,7:00 am - 3:00 pm,7:00 am - 3:00 pm,Yes,7:00 am - 3:00 pm,No,No,CA San_Francisco Outer_Richmond,Unclaimed,94outof100,joes-coffee-shop-san-francisco,37.7803166,-122.4853583,1.0,4.0,red-cafe-san-francisco,new-taraval-cafe-san-francisco,howards-cafe-san-francisco,288,Diners,Joe’s Coffee Shop,https://www.yelp.com/biz/joes-coffee-shop-san-francisco?osq=food
,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA San_Francisco Outer_Richmond,Claimed,,bitchin-baklava-san-francisco-2,37.7752856,-122.5020859,1.0,4.5,roxie-food-center-san-francisco,arizmendi-bakery-san-francisco,kokkari-estiatorio-san-francisco,7,Desserts,Bitchin’ Baklava,https://www.yelp.com/biz/bitchin-baklava-san-francisco-2?osq=food
No,No,,Yes,,,Beer&WineOnly,Casual,Casual,,Yes,,,Yes,,No,,,11:30 am - 9:30 pm,"Lunch,Dinner",,Yes,Yes,,,,No,11:30 am - 9:30 pm,,Average,,No,Street,11:30 am - 9:30 pm,,11:30 am - 9:30 pm,Yes,No,11:30 am - 9:30 pm,11:30 am - 9:30 pm,Yes,11:30 am - 9:30 pm,Yes,No,CA San_Francisco Outer_Richmond,Unclaimed,93outof100,kitaro-japanese-restaurant-san-francisco,37.7800059,-122.4809368,1.0,3.0,sakana-bune-japanese-restaurant-san-francisco,kufuya-japanese-restaurant-san-francisco,ariake-japanese-restaurant-san-francisco,970,"Japanese,SushiBars",Kitaro Japanese Restaurant,https://www.yelp.com/biz/kitaro-japanese-restaurant-san-francisco?osq=food
Yes,No,,Yes,,,,,,,Yes,,,,,No,,,7:00 am - 8:00 pm,,,,,,,,,7:00 am - 8:00 pm,,,,,Street,7:00 am - 8:00 pm,,7:00 am - 8:00 pm,Yes,,7:00 am - 8:00 pm,7:00 am - 8:00 pm,,7:00 am - 8:00 pm,Yes,,CA San_Francisco Outer_Richmond,Claimed,100outof100,john-campbells-irish-bakery-san-francisco,37.7801306116,-122.479860011,1.0,4.5,lung-fung-bakery-san-francisco,schuberts-bakery-san-francisco,cinderella-bakery-and-cafe-san-francisco-2,382,"Bakeries,SpecialtyFood",John Campbell’s Irish Bakery,https://www.yelp.com/biz/john-campbells-irish-bakery-san-francisco?osq=food
,No,,Yes,,,Beer&WineOnly,Casual,Casual,,Yes,,,Yes,,Yes,,,11:30 am - 3:00 pm5:00 pm - 10:00 pm,Dinner,,Yes,Yes,,,,No,11:30 am - 3:00 pm5:00 pm - 10:00 pm,,Quiet,,No,Street,11:30 am - 3:00 pm5:00 pm - 10:00 pm,,4:30 pm - 9:30 pm,Yes,Yes,11:30 am - 3:00 pm5:00 pm - 10:00 pm,11:30 am - 3:00 pm5:00 pm - 10:00 pm,Yes,11:30 am - 3:00 pm5:00 pm - 10:00 pm,Yes,No,CA San_Francisco Outer_Richmond,Claimed,83outof100,patpong-thai-cuisine-san-francisco,37.7818508,-122.4852058,2.0,3.5,bai-som-thai-kitchen-san-francisco,tawans-thai-food-san-francisco,thai-time-restaurant-san-francisco,205,Thai,Patpong Thai Cuisine,https://www.yelp.com/biz/patpong-thai-cuisine-san-francisco?osq=food
,No,,Yes,,,Beer&WineOnly,Casual,Casual,,No,,,Yes,,Yes,,,11:00 am - 9:00 pm,"Lunch,Dinner",,Yes,Yes,,,,Yes,Closed,,Average,,No,Street,11:00 am - 9:00 pm,,11:00 am - 9:00 pm,Yes,Yes,11:00 am - 9:00 pm,11:00 am - 9:00 pm,Yes,11:00 am - 9:00 pm,Yes,No,CA San_Francisco Outer_Richmond,Claimed,59outof100,jade-garden-san-francisco,37.775914,-122.497625,1.0,3.5,tsing-tao-chinese-san-francisco,shanghai-dumpling-king-san-francisco,superior-palace-san-francisco,77,Chinese,Jade Garden,https://www.yelp.com/biz/jade-garden-san-francisco?osq=food
,No,,Yes,,,,,,,No,,,,,,,,7:00 am - 8:00 pm,,,,,,,,,7:00 am - 8:00 pm,,,,,Street,7:00 am - 8:00 pm,,7:00 am - 8:00 pm,No,,7:00 am - 8:00 pm,7:00 am - 8:00 pm,,7:00 am - 8:00 pm,Yes,,CA San_Francisco Outer_Richmond,Claimed,,richmond-produce-san-francisco,37.780065,-122.4789257,1.0,4.0,25th-and-clement-produce-market-san-francisco,22nd-and-irving-market-san-francisco,europa-plus-san-francisco,64,Grocery,Richmond Produce,https://www.yelp.com/biz/richmond-produce-san-francisco?osq=food
No,No,,Yes,,,No,Casual,Casual,,Yes,,,No,,No,,,10:00 am - 9:00 pm,"Lunch,Dinner",,Yes,Yes,,,,No,10:00 am - 8:00 pm,,Average,,No,"Street,PrivateLot",10:00 am - 9:00 pm,,10:00 am - 8:00 pm,Yes,No,10:00 am - 8:00 pm,10:00 am - 8:00 pm,Yes,Closed,Yes,No,CA San_Francisco Outer_Richmond,Claimed,77outof100,turtle-tower-san-francisco-9,37.7805473,-122.4809081,1.0,3.5,kim-son-vietnamese-restaurant-san-francisco,la-vie-vietnamese-restaurant-san-francisco,yummy-yummy-san-francisco,763,"Vietnamese,Noodles,Sandwiches",Turtle Tower,https://www.yelp.com/biz/turtle-tower-san-francisco-9?osq=food
,No,,Yes,,,Beer&WineOnly,Casual,Casual,,Yes,,,Yes,,Yes,No,,9:00 am - 2:00 am,Lunch,,Yes,Yes,,,,Yes,9:00 am - 2:00 am,,Average,,No,Street,9:00 am - 2:00 am,,9:00 am - 2:00 am,Yes,Yes,9:00 am - 2:00 am,9:00 am - 3:00 pm,Yes,9:00 am - 2:00 am,Yes,Free,CA San_Francisco Outer_Richmond,Claimed,52outof100,golden-river-san-francisco,37.7798814,-122.482045,2.0,3.0,wing-lee-bakery-san-francisco,good-luck-dim-sum-san-francisco,shanghai-dumpling-king-san-francisco,288,"DimSum,Seafood",Golden River,https://www.yelp.com/biz/golden-river-san-francisco?osq=food
No,No,,Yes,,,,,,,Yes,,,,,,,,6:00 am - 10:00 pm,,,,,Yes,,,,6:00 am - 9:00 pm,,,,No,Street,7:00 am - 10:00 pm,,7:00 am - 9:00 pm,Yes,,6:00 am - 10:00 pm,6:00 am - 10:00 pm,,6:00 am - 10:00 pm,Yes,Free,CA San_Francisco Outer_Richmond,Claimed,98outof100,cafe-enchante-san-francisco,37.7798302,-122.4855954,1.0,4.0,royal-ground-coffee-san-francisco-2,garden-house-cafe-san-francisco,bazaar-cafe-san-francisco,243,"Coffee&Tea,Bagels",Cafe Enchante,https://www.yelp.com/biz/cafe-enchante-san-francisco?osq=food
No,No,,Yes,,,Beer&WineOnly,Casual,Casual,,Yes,,,Yes,,No,,,11:00 am - 9:30 pm,"Lunch,Dinner",,Yes,Yes,,,,Yes,11:00 am - 9:30 pm,,Average,,No,Street,11:00 am - 9:30 pm,,11:00 am - 9:30 pm,Yes,Yes,11:00 am - 9:30 pm,11:00 am - 9:30 pm,Yes,11:00 am - 9:30 pm,Yes,No,CA San_Francisco Outer_Richmond,Claimed,74outof100,empero-taste-san-francisco,37.7756499,-122.5024909,2.0,3.5,san-tung-san-francisco-2,shanghai-dumpling-king-san-francisco,superior-palace-san-francisco,180,Chinese,Empero Taste,https://www.yelp.com/biz/empero-taste-san-francisco?osq=food
,No,,Yes,,,FullBar,Divey,,"Mon,Fri,Sat",Yes,,,,No,,,,10:00 am - 2:00 am,,No,Yes,,,No,Yes,Yes,10:00 am - 2:00 am,JukeBox,Average,,No,Street,10:00 am - 2:00 am,No,10:00 am - 2:00 am,,No,10:00 am - 2:00 am,10:00 am - 2:00 am,,10:00 am - 2:00 am,Yes,,CA San_Francisco Outer_Richmond,Claimed,98outof100,hockey-haven-san-francisco,37.7754888,-122.4977778,1.0,3.5,mckenzies-bar-san-francisco,durty-nellys-san-francisco,pittsburghs-pub-san-francisco,141,SportsBars,Hockey Haven,https://www.yelp.com/biz/hockey-haven-san-francisco?osq=food
No,Yes,,Yes,,,Beer&WineOnly,Casual,Casual,,Yes,,,No,,No,,,9:00 am - 10:00 pm,Lunch,,Yes,Yes,Yes,,,No,9:00 am - 10:00 pm,,Quiet,,Yes,Street,9:00 am - 10:00 pm,,9:00 am - 10:00 pm,Yes,No,9:00 am - 10:00 pm,9:00 am - 10:00 pm,No,9:00 am - 10:00 pm,Yes,Free,CA San_Francisco Outer_Richmond,Unclaimed,94outof100,bazaar-cafe-san-francisco,37.7838591,-122.4812532,1.0,4.0,royal-ground-coffee-san-francisco-2,garden-house-cafe-san-francisco,blue-danube-coffee-house-san-francisco,279,"Coffee&Tea,American(New)",Bazaar Cafe,https://www.yelp.com/biz/bazaar-cafe-san-francisco?osq=food
No,No,,Yes,,,,,,,No,,,No,,,Yes,,1:00 pm - 11:00 pm,,,,,,,,,1:00 pm - 10:00 pm,,,,,Street,1:00 pm - 11:00 pm,,1:00 pm - 11:00 pm,Yes,,1:00 pm - 10:00 pm,1:00 pm - 10:00 pm,,1:00 pm - 10:00 pm,,No,CA San_Francisco Outer_Richmond,Claimed,,bubblecup-san-francisco-2,37.782286,-122.4795566,1.0,3.5,little-sweet-san-francisco-10,mr-and-mrs-tea-house-san-francisco,celestial-flame-san-francisco-2,106,"BubbleTea,TeaRooms,JuiceBars&Smoothies",Bubblecup,https://www.yelp.com/biz/bubblecup-san-francisco-2?osq=food
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA San_Francisco Outer_Richmond,Unclaimed,94outof100,hollywood-food-center-san-francisco,37.7802825,-122.4855053,3.0,2.5,seakor-polish-delicatessen-and-sausage-factory-san-francisco,transfer-market-san-francisco,thoms-natural-foods-san-francisco,3,Grocery,Hollywood Food Center,https://www.yelp.com/biz/hollywood-food-center-san-francisco?osq=food
,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,Street,,,,,,,,,,Yes,,CA San_Francisco Outer_Richmond,Unclaimed,,balboa-produce-market-san-francisco,37.7754821,-122.4978515,1.0,4.0,balboa-bi-rite-market-san-francisco-2,25th-and-clement-produce-market-san-francisco,22nd-and-irving-market-san-francisco,22,"Fruits&Veggies,Grocery",Balboa Produce Market,https://www.yelp.com/biz/balboa-produce-market-san-francisco?osq=food
,No,,Yes,,,,,,,No,,,,,,,,11:00 am - 5:00 pm,,,,,,,,,Closed,,,,,Street,11:00 am - 5:00 pm,,Closed,Yes,,11:00 am - 5:00 pm,11:00 am - 5:00 pm,,11:00 am - 5:00 pm,Yes,No,CA San_Francisco Outer_Richmond,Claimed,90outof100,tal-y-tara-tea-and-polo-shoppe-san-francisco,37.7836242,-122.4867993,2.0,4.0,japanese-tea-garden-san-francisco,lovejoys-tea-room-san-francisco,katias-russian-tea-room-san-francisco,233,"TeaRooms,HorseEquipmentShops",Tal-Y-Tara Tea & Polo Shoppe,https://www.yelp.com/biz/tal-y-tara-tea-and-polo-shoppe-san-francisco?osq=food
No,No,,No,,,,,,,Yes,,,,,,,,10:00 am - 7:00 pm,,,,,,,,,10:00 am - 7:00 pm,,,,,Street,11:00 am - 7:00 pm,,11:00 am - 7:00 pm,Yes,,10:00 am - 7:00 pm,10:00 am - 7:00 pm,,10:00 am - 7:00 pm,Yes,No,CA San_Francisco Outer_Richmond,Claimed,100outof100,the-sweet-house-san-francisco,37.7759096,-122.49649,1.0,4.0,polly-ann-ice-cream-san-francisco,joes-ice-cream-san-francisco,sugarcane-sf-san-francisco-2,169,"CandyStores,Desserts,IceCream&FrozenYogurt",The Sweet House,https://www.yelp.com/biz/the-sweet-house-san-francisco?osq=food
,No,,Yes,,,,,,,Yes,,,,,,,,6:00 am - 8:00 pm,,,,,,,,,6:00 am - 8:00 pm,,,,,Street,6:00 am - 8:00 pm,,6:00 am - 8:00 pm,Yes,,6:00 am - 8:00 pm,6:00 am - 8:00 pm,,6:00 am - 8:00 pm,Yes,,CA San_Francisco Outer_Richmond,Claimed,,25th-and-clement-produce-market-san-francisco,37.7820235,-122.4846998,2.0,4.5,balboa-produce-market-san-francisco,22nd-and-irving-market-san-francisco,thoms-natural-foods-san-francisco,68,Grocery,25th & Clement Produce Market,https://www.yelp.com/biz/25th-and-clement-produce-market-san-francisco?osq=food
No,No,,Yes,,,Beer&WineOnly,Casual,Casual,,No,,,Yes,,No,,,11:30 am - 9:30 pm,Dinner,,Yes,Yes,,,,No,11:30 am - 9:30 pm,,Average,,No,Street,11:30 am - 9:30 pm,,11:30 am - 9:30 pm,Yes,Yes,11:30 am - 9:30 pm,11:30 am - 9:30 pm,Yes,11:30 am - 9:30 pm,Yes,No,CA San_Francisco Outer_Richmond,Unclaimed,84outof100,kirin-chinese-restaurant-san-francisco,37.7797597,-122.4852893,2.0,3.5,tsing-tao-chinese-san-francisco,san-tung-san-francisco-2,ton-kiang-san-francisco,224,Chinese,Kirin Chinese Restaurant,https://www.yelp.com/biz/kirin-chinese-restaurant-san-francisco?osq=food
,,,Yes,,,,,,,,,,,,,,,8:00 am - 11:00 pm,,,,,,,,,8:00 am - 11:00 pm,,,,,Street,10:00 am - 11:00 pm,,10:00 am - 10:00 pm,,,8:00 am - 11:00 pm,8:00 am - 10:00 pm,,8:00 am - 10:00 pm,,,CA San_Francisco Outer_Richmond,Unclaimed,,better-food-market-san-francisco,37.7757573,-122.4928297,1.0,2.5,balboa-bi-rite-market-san-francisco-2,balboa-produce-market-san-francisco,25th-and-clement-produce-market-san-francisco,12,"Grocery,Beer,Wine&Spirits",Better Food Market,https://www.yelp.com/biz/better-food-market-san-francisco?osq=food
,No,,Yes,,,Beer&WineOnly,Casual,Casual,,Yes,,,No,,No,,No,10:00 am - 11:00 pm,"Lunch,Dinner",,Yes,Yes,,,,Yes,10:00 am - 10:00 pm,,Average,,Yes,Street,9:30 am - 11:00 pm,,9:30 am - 10:00 pm,Yes,No,10:00 am - 10:00 pm,10:00 am - 10:00 pm,Yes,10:00 am - 10:00 pm,Yes,No,CA San_Francisco Outer_Richmond,Claimed,82outof100,bills-place-san-francisco,37.7818502,-122.4841814,2.0,3.5,garden-house-cafe-san-francisco,joes-coffee-shop-san-francisco,buffalo-burger-restaurant-san-francisco,658,"Burgers,Diners,Breakfast&Brunch",Bill’s Place,https://www.yelp.com/biz/bills-place-san-francisco?osq=food
No,No,,Yes,,,,,,,Yes,,,No,,,No,,11:00 am - 12:00 am,,,,,No,,,,11:00 am - 10:00 pm,,,,No,Street,11:00 am - 12:00 am,,11:00 am - 10:00 pm,Yes,,11:00 am - 10:00 pm,11:00 am - 10:00 pm,,11:00 am - 10:00 pm,,No,CA San_Francisco Outer_Richmond,Claimed,94outof100,purple-kow-san-francisco-2,37.775905,-122.49782,1.0,3.5,wonderful-dessert-and-cafe-san-francisco-2,the-sweet-house-san-francisco,bambu-san-francisco-3,2066,"Coffee&Tea,Desserts,BubbleTea",Purple Kow,https://www.yelp.com/biz/purple-kow-san-francisco-2?osq=food
,Yes,,Yes,,,Beer&WineOnly,Casual,Casual,,Yes,,,Yes,,Yes,,,11:30 am - 3:00 pm5:00 pm - 10:00 pm,Dinner,,Yes,Yes,,,,No,Closed,,Quiet,,No,Street,12:00 pm - 10:00 pm,,12:00 pm - 10:00 pm,Yes,Yes,11:30 am - 3:00 pm5:00 pm - 10:00 pm,11:30 am - 3:00 pm5:00 pm - 10:00 pm,Yes,11:30 am - 3:00 pm5:00 pm - 10:00 pm,No,Free,CA San_Francisco Outer_Richmond,Claimed,86outof100,bai-som-thai-kitchen-san-francisco,37.7819988,-122.4821594,2.0,3.5,tawans-thai-food-san-francisco,thai-time-restaurant-san-francisco,kings-thai-cuisine-1-san-francisco-2,287,"Thai,Desserts,Salad",Bai Som Thai Kitchen,https://www.yelp.com/biz/bai-som-thai-kitchen-san-francisco?osq=food
,,,Yes,,,Beer&WineOnly,,Casual,,No,,,Yes,,No,,,5:30 pm - 10:00 pm,Dinner,,Yes,Yes,,,,Yes,Closed,,Average,,No,Street,5:30 pm - 10:00 pm,,5:30 pm - 10:00 pm,No,Yes,5:30 pm - 10:00 pm,Closed,Yes,Closed,Yes,No,CA San_Francisco Outer_Richmond,Claimed,77outof100,al-masri-san-francisco,37.7753208,-122.502107,3.0,3.0,bursa-san-francisco,old-jerusalem-restaurant-san-francisco,layaly-san-francisco-2,213,MiddleEastern,Al Masri,https://www.yelp.com/biz/al-masri-san-francisco?osq=food
,No,No,No,,,No,Casual,Casual,,No,,,No,,No,No,,10:00 am - 7:00 pm,"Brunch,Lunch",,Yes,Yes,Yes,,,No,10:00 am - 7:00 pm,,Average,,No,Street,10:00 am - 7:00 pm,,10:00 am - 7:00 pm,Yes,No,Closed,10:00 am - 7:00 pm,No,10:00 am - 7:00 pm,Yes,No,CA San_Francisco Outer_Richmond,Claimed,98outof100,mr-banh-mi-san-francisco-2,37.7754922,-122.4974954,1.0,4.5,,,,9,"Vietnamese,Coffee&Tea,Sandwiches",Mr Banh Mi,https://www.yelp.com/biz/mr-banh-mi-san-francisco-2?osq=food
No,No,,Yes,,,Beer&WineOnly,Casual,Casual,,Yes,,,No,,No,,,11:30 am - 3:00 pm5:30 pm - 11:00 pm,Dinner,,Yes,Yes,,,,No,11:30 am - 3:00 pm5:30 pm - 10:00 pm,,Average,,No,Street,11:30 am - 11:00 pm,,11:30 am - 10:00 pm,Yes,No,11:30 am - 3:00 pm5:30 pm - 10:00 pm,11:30 am - 3:00 pm5:30 pm - 10:00 pm,Yes,11:30 am - 3:00 pm5:30 pm - 10:00 pm,Yes,No,CA San_Francisco Outer_Richmond,Unclaimed,82outof100,sakana-bune-japanese-restaurant-san-francisco,37.780064,-122.4806461,2.0,3.5,kufuya-japanese-restaurant-san-francisco,warakubune-sushi-san-francisco,kitaro-japanese-restaurant-san-francisco,557,"Japanese,SushiBars",Sakana Bune Japanese Restaurant,https://www.yelp.com/biz/sakana-bune-japanese-restaurant-san-francisco?osq=food
,No,,Yes,,,,,,,Yes,,,,,,,,7:30 am - 7:30 pm,,,,,,,,,7:30 am - 7:30 pm,,,,,Street,10:00 am - 7:00 pm,,10:00 am - 6:00 pm,Yes,,7:30 am - 7:30 pm,7:30 am - 7:30 pm,,7:30 am - 7:30 pm,,,CA San_Francisco Outer_Richmond,Unclaimed,98outof100,panthers-market-san-francisco,37.781791,-122.491095,1.0,3.5,pizza-joint-san-francisco-2,donairos-pizza-san-francisco,firehouse-pizzeria-san-francisco,12,"ConvenienceStores,Delis,Coffee&Tea",Panthers Market,https://www.yelp.com/biz/panthers-market-san-francisco?osq=food
,No,,Yes,,,Beer&WineOnly,Casual,Casual,,Yes,,,Yes,,No,,,11:00 am - 10:00 pm,"Lunch,Dinner",,Yes,Yes,,,,No,11:00 am - 9:30 pm,,Average,,No,Street,11:00 am - 10:00 pm,,11:00 am - 9:30 pm,Yes,Yes,11:00 am - 9:30 pm,11:00 am - 9:30 pm,Yes,11:00 am - 9:30 pm,Yes,No,CA San_Francisco Outer_Richmond,Claimed,68outof100,superior-palace-san-francisco,37.7758994,-122.4971746,2.0,3.5,tsing-tao-chinese-san-francisco,kirin-chinese-restaurant-san-francisco,shanghai-dumpling-king-san-francisco,105,Chinese,Superior Palace,https://www.yelp.com/biz/superior-palace-san-francisco?osq=food
,No,,Yes,,,No,Casual,Casual,,Yes,,,Yes,,Yes,Yes,,11:30 am - 10:00 pm,Dinner,,No,Yes,,,,No,11:30 am - 10:00 pm,,Average,,Yes,Street,11:30 am - 10:00 pm,,11:30 am - 10:00 pm,Yes,No,11:30 am - 10:00 pm,11:30 am - 10:00 pm,No,11:30 am - 10:00 pm,No,No,CA San_Francisco Outer_Richmond,Claimed,,firehouse-pizzeria-san-francisco,37.7837883,-122.481981,2.0,3.5,little-star-pizza-san-francisco,pizzetta-211-san-francisco,giorgios-pizzeria-san-francisco-5,232,Pizza,Firehouse Pizzeria,https://www.yelp.com/biz/firehouse-pizzeria-san-francisco?osq=food
,No,,Yes,,,FullBar,Casual,Casual,,Yes,,,No,,Yes,No,,5:00 pm - 12:00 am,Dinner,,Yes,Yes,,,,Yes,5:00 pm - 10:00 pm,,Average,,No,Street,5:00 pm - 12:00 am,,5:00 pm - 10:00 pm,Yes,Yes,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,Yes,5:00 pm - 10:00 pm,Yes,No,CA San_Francisco Outer_Richmond,Claimed,71outof100,blue-fin-sushi-and-lounge-san-francisco,37.7825339,-122.4788273,2.0,3.5,sakana-bune-japanese-restaurant-san-francisco,ariake-japanese-restaurant-san-francisco,little-tokyo-san-francisco,524,"SushiBars,Japanese,Seafood",Blue Fin Sushi & Lounge,https://www.yelp.com/biz/blue-fin-sushi-and-lounge-san-francisco?osq=food
,No,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,Street,,,,No,,,,,,Yes,,CA San_Francisco Outer_Richmond,Unclaimed,,tigers-liquors-san-francisco,37.7821786,-122.4850869,2.0,4.0,balboa-bi-rite-market-san-francisco-2,modera-liquor-and-wine-san-francisco,blackwells-wines-and-spirits-san-francisco,26,"Beer,Wine&Spirits",Tigers Liquors,https://www.yelp.com/biz/tigers-liquors-san-francisco?osq=food
