,AcceptsAndroidPay,AcceptsApplePay,AcceptsBitcoin,AcceptsCreditCards,AgesAllowed,Alcohol,Ambience,Attire,BestNights,BikeParking,ByAppointmentOnly,CannabisProducts,Caters,CoatCheck,Delivery,DogsAllowed,Drive-Thru,Fri,GenderNeutralRestrooms,GoodFor,GoodForDancing,GoodforGroups,GoodforKids,GoodforWorking,HappyHour,HasPoolTable,HasTV,Mon,Music,NoiseLevel,OffersMilitaryDiscount,OutdoorSeating,Parking,Sat,Smoking,Sun,Take-out,TakesReservations,Thu,Tue,WaiterService,Wed,WheelchairAccessible,Wi-Fi,area,claimed status,health inspect,id,latitude,longitude,price,rating,related0,related1,related2,review,tag,title,url
2143,No,No,,Yes,,,,,,Yes,,,No,,,,,11:00 am - 3:00 am,,,,,,Yes,,,,11:00 am - 11:00 pm,,,,No,Street,11:00 am - 3:00 am,,12:00 pm - 11:00 pm,Yes,,11:00 am - 11:00 pm,11:00 am - 11:00 pm,,11:00 am - 11:00 pm,Yes,Free,MI Detroit South_University_Ann_Arbor,Unclaimed,,bubble-island-ann-arbor,42.2747703,-83.7334237,Inexpensive,3.5,stucchis-ice-cream-and-frozen-yogurt-ann-arbor,teahaus-ann-arbor,comet-coffee-ann-arbor,166,"Coffee&Tea,BubbleTea,JuiceBars&Smoothies",Bubble Island,https://www.yelp.com/biz/bubble-island-ann-arbor?osq=food
2144,,No,,Yes,,,,,,Yes,,,No,,,,,6:00 am - 12:00 am,,,,,,Yes,,,,6:00 am - 12:00 am,,,,No,Street,7:00 am - 12:00 am,,7:00 am - 12:00 am,Yes,,6:00 am - 12:00 am,6:00 am - 12:00 am,,6:00 am - 12:00 am,,Free,MI Detroit South_University_Ann_Arbor,Unclaimed,,starbucks-ann-arbor-3,42.2746449,-83.7339238,Inexpensive,3.5,bubble-island-ann-arbor,crazy-wisdom-bookstore-and-tea-room-ann-arbor,by-the-pound-store-ann-arbor,17,Coffee&Tea,Starbucks,https://www.yelp.com/biz/starbucks-ann-arbor-3?osq=food
2145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit South_University_Ann_Arbor,Unclaimed,,the-great-wall-restaurant-ann-arbor,42.274776,-83.7334319,,,china-gate-restaurant-ann-arbor,,,,,The Great Wall Restaurant,https://www.yelp.com/biz/the-great-wall-restaurant-ann-arbor?osq=food
2146,,,,Yes,,No,,Casual,,Yes,,,,,Yes,,,11:00 am - 9:00 pm,,Lunch,,Yes,Yes,,,,No,11:00 am - 9:00 pm,,Average,,Yes,Street,11:00 am - 9:00 pm,,11:00 am - 9:00 pm,Yes,No,11:00 am - 9:00 pm,11:00 am - 9:00 pm,No,11:00 am - 9:00 pm,,Free,MI Detroit South_University_Ann_Arbor,Unclaimed,,oasis-grill-ann-arbor-2,42.2748078,-83.7353221,Inexpensive,2.5,baba-dari-mediterranean-grill-ann-arbor-4,pita-kabob-grill-ann-arbor,stars-cafe-ann-arbor,38,"MiddleEastern,Mediterranean,American(Traditional)",Oasis Grill,https://www.yelp.com/biz/oasis-grill-ann-arbor-2?osq=food
2147,,No,,Yes,,,,,,Yes,,,,,,,,Open 24 hours,,,,,,,,,,Open 24 hours,,,,,,Open 24 hours,,Open 24 hours,Yes,,Open 24 hours,Open 24 hours,,Open 24 hours,,,MI Detroit South_University_Ann_Arbor,Unclaimed,,7-eleven-ann-arbor-3,42.2750077,-83.7330839,Pricey,1.5,,,,3,ConvenienceStores,7-Eleven,https://www.yelp.com/biz/7-eleven-ann-arbor-3?osq=food
2149,,,No,Yes,,Beer&WineOnly,,Casual,,Yes,,,,,No,,,8:30 am - 7:00 pm,,,,Yes,Yes,,,,No,8:30 am - 7:00 pm,,,,No,PrivateLot,8:30 am - 7:00 pm,,8:30 am - 6:00 pm,Yes,No,8:30 am - 7:00 pm,8:30 am - 7:00 pm,No,8:30 am - 7:00 pm,Yes,No,MI Detroit Southwest_Detroit,Claimed,,e-and-l-supermercado-detroit,42.3167289,-83.1061988,Inexpensive,4.5,filipinas-grocery-warren-2,prince-valley-market-detroit,honey-bee-la-colmena-detroit,37,"MeatShops,Mexican,Grocery",E & L Supermercado,https://www.yelp.com/biz/e-and-l-supermercado-detroit?osq=food
2150,,No,,Yes,,No,Casual,Casual,,No,,,No,,No,,,11:00 am - 10:00 pm,,"Lunch,Dinner",,Yes,Yes,,,,No,11:00 am - 9:00 pm,,Average,,No,"Street,PrivateLot",11:00 am - 10:00 pm,,11:00 am - 9:00 pm,Yes,Yes,11:00 am - 10:00 pm,11:00 am - 10:00 pm,Yes,11:00 am - 10:00 pm,No,Free,MI Detroit Southwest_Detroit,Claimed,,el-asador-detroit,42.304759,-83.121934,Moderate,4.5,los-galanes-detroit,evies-tamales-detroit,taqueria-lupitas-detroit,182,"Mexican,Seafood,Steakhouses",El Asador,https://www.yelp.com/biz/el-asador-detroit?osq=food
2151,No,No,,No,,Beer&WineOnly,Divey,Casual,,No,,,No,,No,,,11:00 am - 10:00 pm,,"Lunch,Dinner",,Yes,Yes,,,,Yes,11:00 am - 9:00 pm,,Average,,No,Street,11:00 am - 10:00 pm,,11:00 am - 9:00 pm,Yes,No,11:00 am - 9:00 pm,11:00 am - 9:00 pm,Yes,11:00 am - 9:00 pm,Yes,No,MI Detroit Southwest_Detroit,Claimed,,taqueria-el-rey-detroit,42.3190260345587,-83.0991818010807,Inexpensive,4.5,honey-bee-la-colmena-detroit,los-galanes-detroit,xochimilco-restaurant-detroit,176,Mexican,Taqueria El Rey,https://www.yelp.com/biz/taqueria-el-rey-detroit?osq=food
2152,,,,No,,No,,Casual,,Yes,,,No,,No,,,,,,,Yes,Yes,,,,No,,,Average,,No,PrivateLot,,,,Yes,No,,,No,,Yes,No,MI Detroit Southwest_Detroit,Unclaimed,,family-treat-detroit,42.3096547,-83.1256743,Inexpensive,4.5,calder-bros-dairy-lincoln-park,never%C3%ADa-la-michoacana-detroit-2,the-potato-place-detroit,8,"IceCream&FrozenYogurt,American(New)",Family Treat,https://www.yelp.com/biz/family-treat-detroit?osq=food
2154,,,,,,,,Casual,,,,,,,No,,,12:00 pm - 10:00 pm,,,,No,Yes,,,,,Closed,,,,,,11:00 am - 10:00 pm,,11:00 am - 10:00 pm,,No,12:00 pm - 10:00 pm,12:00 pm - 10:00 pm,,12:00 pm - 10:00 pm,,,MI Detroit Southwest_Detroit,Claimed,,el-salpicon-detroit-detroit,42.309671,-83.13208,,4.5,taqueria-lupitas-detroit,taqueria-mi-pueblo-detroit,taqueria-el-rey-detroit,4,Mexican,El Salpicon Detroit,https://www.yelp.com/biz/el-salpicon-detroit-detroit?osq=food
2155,,No,,Yes,,FullBar,Casual,Casual,,Yes,,,Yes,,No,,,8:00 am - 12:00 am,,"Lunch,Dinner",,Yes,Yes,,,,Yes,8:00 am - 11:00 pm,,Average,,No,PrivateLot,8:00 am - 12:00 am,,8:00 am - 11:00 pm,Yes,No,8:00 am - 11:00 pm,8:00 am - 11:00 pm,Yes,8:00 am - 11:00 pm,Yes,No,MI Detroit Southwest_Detroit,Unclaimed,,los-altos-restaurant-detroit,42.3146486,-83.1200369,Inexpensive,4.0,senor-lopez-mexican-restaurant-detroit,los-galanes-detroit,taqueria-lupitas-detroit,58,Mexican,Los Altos Restaurant,https://www.yelp.com/biz/los-altos-restaurant-detroit?osq=food
2156,,No,,Yes,,FullBar,Casual,Casual,,Yes,,,Yes,,No,,,10:30 am - 11:00 pm,,"Lunch,Dinner",,Yes,Yes,,,,Yes,10:30 am - 10:00 pm,,Average,,No,PrivateLot,10:30 am - 11:00 pm,,10:30 am - 10:00 pm,Yes,Yes,10:30 am - 10:00 pm,10:30 am - 10:00 pm,Yes,10:30 am - 10:00 pm,Yes,Free,MI Detroit Southwest_Detroit,Unclaimed,,taqueria-mi-pueblo-detroit,42.3170909635414,-83.1241897817536,Inexpensive,4.0,honey-bee-la-colmena-detroit,los-galanes-detroit,xochimilco-restaurant-detroit,298,Mexican,Taqueria Mi Pueblo,https://www.yelp.com/biz/taqueria-mi-pueblo-detroit?osq=food
2157,,,,Yes,,,,,,Yes,,,,,,,,10:00 am - 10:00 pm,,,,,,,,,,10:00 am - 10:00 pm,,,,,,10:00 am - 10:00 pm,,10:00 am - 10:00 pm,Yes,,10:00 am - 10:00 pm,10:00 am - 10:00 pm,,10:00 am - 10:00 pm,,No,MI Detroit Southwest_Detroit,Unclaimed,,mangonadas-del-barrio-detroit,42.3017629,-83.1273739,Inexpensive,5.0,calder-bros-dairy-lincoln-park,astoria-pastry-shop-detroit,family-treat-detroit,3,IceCream&FrozenYogurt,Mangonadas Del Barrio,https://www.yelp.com/biz/mangonadas-del-barrio-detroit?osq=food
2158,,No,,Yes,,FullBar,Casual,Casual,,No,,,Yes,,Yes,No,,11:00 am - 9:00 pm,,Lunch,,Yes,Yes,,,,Yes,12:00 pm - 8:00 pm,,Loud,,No,Street,12:00 pm - 9:00 pm,,12:00 pm - 8:00 pm,Yes,Yes,11:00 am - 8:00 pm,11:00 am - 8:00 pm,Yes,11:00 am - 8:00 pm,Yes,Free,MI Detroit Southwest_Detroit,Claimed,,rincon-tropical-detroit,42.3311463,-83.1236164,Moderate,4.0,caribbean-citchen-detroit,jamaica-jamaica-restaurant-and-bakery-detroit,angels-place-detroit,28,"Dominican,PuertoRican",Rincon Tropical,https://www.yelp.com/biz/rincon-tropical-detroit?osq=food
2159,No,No,,No,,No,Divey,Casual,,Yes,,,No,,No,,,Open 24 hours,,"Breakfast,Lunch,LateNight",,No,Yes,,,,No,Open 24 hours,,Average,,No,Street,Open 24 hours,,Open 24 hours,Yes,No,Open 24 hours,Open 24 hours,Yes,Open 24 hours,Yes,No,MI Detroit Southwest_Detroit,Unclaimed,,dulys-place-detroit,42.3180862,-83.1017984,Inexpensive,4.5,american-coney-island-detroit,plakas-detroit,lafayette-coney-island-detroit,93,Diners,Duly’s Place,https://www.yelp.com/biz/dulys-place-detroit?osq=food
2161,,,,No,,No,,,,,,,,,No,,,9:00 am - 9:00 pm,,,,Yes,Yes,,,,No,Closed,,,,No,,9:00 am - 9:00 pm,,9:00 am - 9:00 pm,Yes,No,Closed,Closed,No,Closed,,,MI Detroit Southwest_Detroit,Unclaimed,,el-paisa-taqueria-truck-detroit,42.3192539,-83.0983278,Inexpensive,4.5,taqueria-lupitas-detroit,evies-tamales-detroit,los-altos-restaurant-detroit,8,"Mexican,FoodStands",El Paisa Taqueria Truck,https://www.yelp.com/biz/el-paisa-taqueria-truck-detroit?osq=food
2163,,,,No,,No,,Casual,,Yes,,,No,,No,,,,,,,Yes,Yes,,,,No,,,Quiet,,No,,,,,Yes,No,,,Yes,,,No,MI Detroit Southwest_Detroit,Unclaimed,,china-house-detroit-2,42.3189328,-83.0975239,Inexpensive,3.5,new-china-one-detroit,china-one-chinese-detroit,kwong-village-detroit,7,Chinese,China House,https://www.yelp.com/biz/china-house-detroit-2?osq=food
2164,No,No,,No,,No,Divey,Casual,,Yes,,,No,,No,,No,Open 24 hours,,LateNight,,No,Yes,,,,No,Open 24 hours,,Average,,No,PrivateLot,Open 24 hours,,Open 24 hours,Yes,No,Open 24 hours,Open 24 hours,No,Open 24 hours,No,No,MI Detroit Southwest_Detroit,Unclaimed,,telway-hamburgers-detroit,42.3313286,-83.1279252,Inexpensive,4.0,the-telway-madison-heights,honest-johns-bar-and-grill-detroit,hollywood-coney-island-detroit,71,Burgers,Telway Hamburgers,https://www.yelp.com/biz/telway-hamburgers-detroit?osq=food
2165,,No,,Yes,,No,,Casual,,No,,,No,,No,,,6:00 pm - 11:00 pm,,Dinner,,Yes,No,,,,No,Closed,,Loud,,No,"Street,PrivateLot",6:00 pm - 11:00 pm,,6:00 pm - 10:30 pm,Yes,Yes,Closed,Closed,Yes,Closed,,No,MI Detroit Southwest_Detroit,Claimed,,flowers-of-vietnam-detroit-2,42.3201546,-83.0965561,Moderate,4.0,thuy-trang-restaurant-madison-heights,johnny-noodle-king-detroit,katoi-detroit-3,38,Vietnamese,Flowers of Vietnam,https://www.yelp.com/biz/flowers-of-vietnam-detroit-2?osq=food
2166,,Yes,,Yes,,FullBar,Classy,Dressy,,No,,,Yes,,No,,,11:00 am - 10:00 pm,,Dinner,,Yes,No,,,,No,Closed,,Average,,No,Valet,4:00 pm - 10:00 pm,,Closed,Yes,Yes,11:00 am - 9:00 pm,11:00 am - 9:00 pm,Yes,11:00 am - 9:00 pm,Yes,No,MI Detroit Southwest_Detroit,Unclaimed,,giovannis-ristorante-detroit,42.2900625,-83.1466931,Pricey,4.5,roman-village-dearborn,moros-dining-allen-park,supino-pizzeria-detroit,177,Italian,Giovanni’s Ristorante,https://www.yelp.com/biz/giovannis-ristorante-detroit?osq=food
2168,,,,No,,No,,Casual,,No,,,,,No,,,11:00 am - 11:00 pm,,,,Yes,Yes,,,,No,11:00 am - 10:00 pm,,Average,,No,Street,11:00 am - 11:00 pm,,3:00 pm - 10:00 pm,Yes,No,11:00 am - 10:00 pm,11:00 am - 10:00 pm,No,11:00 am - 10:00 pm,,No,MI Detroit Southwest_Detroit,Unclaimed,,kwong-village-detroit,42.3313673,-83.1247424,Inexpensive,4.0,kong-kow-restaurant-dearborn,new-china-one-detroit,china-one-buffet-detroit,12,Chinese,Kwong Village,https://www.yelp.com/biz/kwong-village-detroit?osq=food
2169,,,,Yes,,,,,,,,,,,,,,8:00 am - 9:00 pm,,,,,,,,,,8:00 am - 9:00 pm,,,,,PrivateLot,8:00 am - 9:00 pm,,8:00 am - 9:00 pm,,,8:00 am - 9:00 pm,8:00 am - 9:00 pm,,8:00 am - 9:00 pm,Yes,,MI Detroit Southwest_Detroit,Claimed,,prince-valley-market-detroit,42.3309382,-83.1157203,Moderate,4.0,honey-bee-la-colmena-detroit,la-gloria-bakery-detroit,mexicantown-bakery-detroit,11,"Grocery,Bakeries",Prince Valley Market,https://www.yelp.com/biz/prince-valley-market-detroit?osq=food
2171,,,,Yes,,No,,Casual,,Yes,,,No,,Yes,,,,,,,No,Yes,,,,No,,,Average,,,,,,,Yes,No,,,No,,,,MI Detroit Southwest_Detroit,Unclaimed,,famous-tasty-chicken-detroit,42.3131568411874,-83.1223232299089,Inexpensive,4.0,,,,1,"Mexican,Egyptian,ImportedFood",Famous Tasty Chicken,https://www.yelp.com/biz/famous-tasty-chicken-detroit?osq=food
2173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Southwest_Detroit,Unclaimed,,la-posada-detroit,42.302136,-83.1195456,,4.0,foreign-currency-exchange-services-birmingham,tony-vs-tavern-detroit,,1,"American(Traditional),Mexican,Sandwiches",La Posada,https://www.yelp.com/biz/la-posada-detroit?osq=food
2174,,,,Yes,,,,,,No,,,,,,,,8:00 am - 9:00 pm,,,,,,,,,,8:00 am - 9:00 pm,,,,,,8:00 am - 9:00 pm,,9:00 am - 8:00 pm,,,8:00 am - 9:00 pm,8:00 am - 9:00 pm,,8:00 am - 9:00 pm,,,MI Detroit Southwest_Detroit,Unclaimed,,azteca-supermercado-detroit-5,42.3135866,-83.1254671,,4.0,super-greenland-market-dearborn,prince-valley-market-detroit,honey-bee-la-colmena-detroit,2,"Grocery,ImportedFood",Azteca Supermercado,https://www.yelp.com/biz/azteca-supermercado-detroit-5?osq=food
2177,,,,No,,No,,Casual,,Yes,,,Yes,,No,,,,,,,Yes,Yes,,,,No,,,Average,,Yes,,,,,Yes,No,,,No,,,No,MI Detroit Southwest_Detroit,Unclaimed,,loncheria-el-parian-detroit-2,42.3160563666436,-83.1162963145416,Inexpensive,5.0,e-and-l-supermercado-detroit,loncheria-el-parian-detroit,taquer%C3%ADa-chilango-detroit,4,"FoodTrucks,Mexican",Loncheria El Parian,https://www.yelp.com/biz/loncheria-el-parian-detroit-2?osq=food
2178,,,,,,,,,,,,,,,,,,9:00 am - 10:00 pm,,,,,,,,,,9:00 am - 10:00 pm,,,,,,9:00 am - 10:00 pm,,9:00 am - 10:00 pm,,,9:00 am - 10:00 pm,9:00 am - 10:00 pm,,9:00 am - 10:00 pm,,,MI Detroit Southwest_Detroit,Unclaimed,,el-paraiso-detroit,42.3025153,-83.1198561,,4.0,taqueria-mi-pueblo-detroit,plaza-mexico-mexican-restaurant-eastpointe,taco-el-primo-detroit,1,Mexican,El Paraiso,https://www.yelp.com/biz/el-paraiso-detroit?osq=food
2180,,No,No,Yes,,No,,Casual,,No,,No,No,,No,No,,6:00 am - 9:00 pm,,,,No,Yes,,,,No,6:00 am - 9:00 pm,,Average,,No,"Street,PrivateLot",6:00 am - 9:00 pm,,7:00 am - 9:00 pm,Yes,No,6:00 am - 9:00 pm,6:00 am - 9:00 pm,No,6:00 am - 9:00 pm,Yes,No,MI Detroit Southwest_Detroit,Claimed,,sheilas-bakery-detroit,42.3107624,-83.1263842,Inexpensive,5.0,dearborn-sweets-dearborn,la-gloria-bakery-detroit,astoria-pastry-shop-detroit,12,"Pizza,Bakeries",Sheila’s Bakery,https://www.yelp.com/biz/sheilas-bakery-detroit?osq=food
2181,,No,,Yes,,No,Divey,Casual,,Yes,,,Yes,,No,,,9:30 am - 10:00 pm,,Lunch,,Yes,Yes,,,,Yes,9:30 am - 10:00 pm,,Quiet,,No,PrivateLot,9:30 am - 10:00 pm,,9:30 am - 10:00 pm,Yes,No,9:30 am - 10:00 pm,9:30 am - 10:00 pm,Yes,9:30 am - 10:00 pm,Yes,No,MI Detroit Southwest_Detroit,Unclaimed,,pollo-chapin-detroit,42.319464,-83.102479,Inexpensive,4.0,taqueria-lupitas-detroit,evies-tamales-detroit,tamaleria-nuevo-leon-detroit,56,"Mexican,LatinAmerican",Pollo Chapin,https://www.yelp.com/biz/pollo-chapin-detroit?osq=food
2182,,,,Yes,,FullBar,,Casual,,No,,,Yes,,No,,,11:00 am - 11:00 pm,,Dinner,,Yes,Yes,,,,No,Closed,,Average,,No,PrivateLot,2:00 pm - 11:00 pm,,2:00 pm - 10:00 pm,Yes,Yes,11:00 am - 10:00 pm,11:00 am - 10:00 pm,Yes,11:00 am - 10:00 pm,Yes,No,MI Detroit Southwest_Detroit,Unclaimed,,vinces-italian-restaurant-and-pizzeria-detroit,42.304911,-83.122803,Moderate,3.5,roman-village-dearborn,moros-dining-allen-park,sicilys-pizzeria-and-subs-detroit,44,"Italian,Pizza",Vince’s Italian Restaurant & Pizzeria,https://www.yelp.com/biz/vinces-italian-restaurant-and-pizzeria-detroit?osq=food
2183,,,,Yes,,,,Casual,,,,,,,No,,,10:00 am - 12:00 am,,,,Yes,Yes,,,,Yes,10:00 am - 10:00 pm,,,,No,,10:00 am - 12:00 am,,10:00 am - 10:00 pm,Yes,Yes,10:00 am - 10:00 pm,10:00 am - 10:00 pm,,10:00 am - 10:00 pm,,,MI Detroit Southwest_Detroit,Claimed,,mi-lindo-san-blas-detroit,42.3152160255102,-83.1099172933967,Moderate,3.0,omega-coney-island-no-2-detroit,armandos-detroit,taqueria-el-rey-detroit,16,"Seafood,Mexican",Mi Lindo San Blas,https://www.yelp.com/biz/mi-lindo-san-blas-detroit?osq=food
2185,,,,No,,No,,Casual,,,,,,,No,,,9:00 am - 12:00 am,,"Lunch,Dinner",,No,Yes,,,,,9:00 am - 12:00 am,,,,Yes,PrivateLot,9:00 am - 12:00 am,,9:00 am - 12:00 am,Yes,No,9:00 am - 12:00 am,9:00 am - 12:00 am,No,9:00 am - 12:00 am,Yes,,MI Detroit Southwest_Detroit,Unclaimed,,tortitas-el-rojito-detroit,42.3154832,-83.1166019,Inexpensive,4.0,taqueria-lupitas-detroit,el-nacimiento-detroit,los-altos-restaurant-detroit,9,"HotDogs,Mexican,FoodStands",Tortitas El Rojito,https://www.yelp.com/biz/tortitas-el-rojito-detroit?osq=food
2186,,,,,,,,Casual,,,,,,No,,,,,,,,,,,,,Yes,,,Average,,Yes,,,,,,,,,,,,,MI Detroit Southwest_Detroit,Unclaimed,,revolution-lounge-detroit,42.3067659,-83.1240947,Inexpensive,4.0,abicks-bar-detroit,sibley-gardens-trenton,charlies-bar-detroit,2,"Lounges,SportsBars,American(Traditional)",Revolution Lounge,https://www.yelp.com/biz/revolution-lounge-detroit?osq=food
2187,,,,Yes,,FullBar,Casual,Casual,,Yes,,,No,,No,,,9:00 am - 2:00 am,,"Lunch,Dinner",,Yes,Yes,,,,Yes,9:00 am - 10:00 pm,,VeryLoud,,No,PrivateLot,9:00 am - 2:00 am,,9:00 am - 12:00 am,Yes,Yes,9:00 am - 2:00 am,9:00 am - 10:00 pm,Yes,9:00 am - 10:00 pm,Yes,No,MI Detroit Southwest_Detroit,Claimed,,la-terraza-detroit,42.309794,-83.130725,Moderate,3.5,the-fish-market-dearborn,los-galanes-detroit,los-altos-restaurant-detroit,31,"Seafood,Mexican",La Terraza,https://www.yelp.com/biz/la-terraza-detroit?osq=food
2188,,,,No,,,,,,,,,,,No,,,,,,,,Yes,,,,,,,,,,,,,,Yes,No,,,,,,,MI Detroit Southwest_Detroit,Unclaimed,,el-palenque-detroit,42.318316,-83.101263,Inexpensive,4.5,taqueria-lupitas-detroit,taqueria-el-rey-detroit,armandos-detroit,3,Mexican,El Palenque,https://www.yelp.com/biz/el-palenque-detroit?osq=food
2189,,,,Yes,,No,,Casual,,,,,,,No,,,7:00 am - 3:00 pm,,,,Yes,Yes,,,,No,7:00 am - 3:00 pm,,,,No,,7:00 am - 3:00 pm,,Closed,Yes,No,7:00 am - 3:00 pm,7:00 am - 3:00 pm,,7:00 am - 3:00 pm,,,MI Detroit Southwest_Detroit,Claimed,,jordans-family-restaurant-detroit,42.3308934,-83.1312221,Inexpensive,4.5,wyoming-lunch-dearborn,the-original-philips-restaurant-taylor,zeniths-lunch-river-rouge,6,"Breakfast&Brunch,American(Traditional)",Jordan’s Family Restaurant,https://www.yelp.com/biz/jordans-family-restaurant-detroit?osq=food
2190,,,,,,,,,,,,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,Yes,No,,,,,,,MI Detroit Southwest_Detroit,Unclaimed,,star-grill-detroit,42.2901398,-83.1569337,,4.0,wyoming-lunch-dearborn,hygrade-deli-detroit,hops-and-barley-bar-and-grill-melvindale,1,American(New),Star Grill,https://www.yelp.com/biz/star-grill-detroit?osq=food
2191,,,,Yes,,No,,Casual,,Yes,,,,,Yes,,,10:00 am - 1:00 am,,"Lunch,Dinner,LateNight",,Yes,Yes,,,,No,10:00 am - 12:00 am,,Average,,No,,10:00 am - 1:00 am,,11:00 am - 12:00 am,Yes,Yes,10:00 am - 12:00 am,10:00 am - 12:00 am,No,10:00 am - 12:00 am,Yes,Free,MI Detroit Southwest_Detroit,Claimed,,pauls-pizzeria-detroit,42.3126815,-83.1236292,Inexpensive,4.5,roman-village-dearborn,sicilys-pizzeria-and-subs-detroit,amiccis-pizza-hamtramck,3,Pizza,Paul’s Pizzeria,https://www.yelp.com/biz/pauls-pizzeria-detroit?osq=food
2194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Southwest_Detroit,Unclaimed,,mi-barrio-plaza-detroit,42.3311793,-83.1083469,,5.0,taqueria-lupitas-detroit,taqueria-mi-pueblo-detroit,taqueria-el-rey-detroit,1,"DepartmentStores,Mexican",Mi Barrio Plaza,https://www.yelp.com/biz/mi-barrio-plaza-detroit?osq=food
2195,No,,,Yes,,No,,Casual,,Yes,,,No,,No,,,,,,,Yes,Yes,,,,No,,,Average,,No,,,,,Yes,No,,,Yes,,,No,MI Detroit Southwest_Detroit,Unclaimed,,a-and-l-ham-palace-detroit,42.2954281,-83.1309746,Inexpensive,4.5,arabian-village-restaurant-dearborn,giovannis-ristorante-detroit,gonellas-foods-detroit,2,Restaurants,A & L Ham Palace,https://www.yelp.com/biz/a-and-l-ham-palace-detroit?osq=food
2196,,,,Yes,,,,Casual,,,,,,,Yes,,,,,,,No,No,,,,No,,,,,No,,,,,Yes,No,,,,,,,MI Detroit Southwest_Detroit,Unclaimed,,happys-pizza-detroit-4,42.2622104,-83.1663355,Inexpensive,2.5,primos-pizza-allen-park,sportmans-pizzeria-wyandotte,jets-pizza-lincoln-park,5,Pizza,Happy’s Pizza,https://www.yelp.com/biz/happys-pizza-detroit-4?osq=food
2197,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI Detroit Southwest_Detroit,Unclaimed,,la-carreta-2-detroit,42.3309312,-83.1294943,,5.0,la-carreta-2-detroit,frita-batidos-ann-arbor,vicentes-cuban-cuisine-detroit,1,"LatinAmerican,Cuban",La Carreta 2,https://www.yelp.com/biz/la-carreta-2-detroit?osq=food
2199,,,,No,,,,Casual,,,,,,,No,,,,,,,Yes,Yes,,,,,,,Average,,No,,,,,Yes,No,,,,,,,MI Detroit Southwest_Detroit,Unclaimed,,detroit-coney-island-detroit,42.2753653,-83.1458031,Inexpensive,3.5,dulys-place-detroit,toms-tavern-detroit,atomic-dawg-berkley,2,Restaurants,Detroit Coney Island,https://www.yelp.com/biz/detroit-coney-island-detroit?osq=food
2201,,,,No,,No,,Casual,,Yes,,,No,,No,,,,,Lunch,,Yes,Yes,,,,No,,,Average,,No,,,,,Yes,No,,,No,,,No,MI Detroit Southwest_Detroit,Unclaimed,,tacos-el-toro-detroit,42.3309712,-83.1277681,Inexpensive,4.0,el-taquito-detroit,el-paisa-taqueria-truck-detroit,tortitas-el-rojito-detroit,10,FoodStands,Tacos el Toro,https://www.yelp.com/biz/tacos-el-toro-detroit?osq=food
2203,,,,Yes,,,,Casual,,,,,No,,No,,,,,,,Yes,Yes,,,,Yes,,,Average,,No,,,,,Yes,No,,,No,,,,MI Detroit Southwest_Detroit,Unclaimed,,la-mexicana-detroit-2,42.3116716,-83.1272911,Inexpensive,4.5,el-nacimiento-detroit,taqueria-mi-pueblo-detroit,taqueria-el-rey-detroit,2,Mexican,La Mexicana,https://www.yelp.com/biz/la-mexicana-detroit-2?osq=food
2205,,,,Yes,,No,,Casual,,Yes,,,,,No,,,10:00 am - 9:00 pm,,Lunch,,Yes,Yes,,,,Yes,10:00 am - 9:00 pm,,Quiet,,No,Street,10:00 am - 9:00 pm,,10:00 am - 9:00 pm,Yes,No,10:00 am - 9:00 pm,10:00 am - 9:00 pm,No,10:00 am - 9:00 pm,Yes,No,MI Detroit Southwest_Detroit,Unclaimed,,pollos-los-gallos-detroit-2,42.316601,-83.1221427,Inexpensive,4.0,taqueria-lupitas-detroit,los-altos-restaurant-detroit,taqueria-mi-pueblo-detroit,13,Mexican,Pollos Los Gallos,https://www.yelp.com/biz/pollos-los-gallos-detroit-2?osq=food
2206,,,,Yes,,,,Casual,,No,,,Yes,,No,No,,9:00 am - 9:00 pm,,Lunch,,Yes,Yes,,,,Yes,9:00 am - 9:00 pm,,,,No,,9:00 am - 9:00 pm,,10:00 am - 9:00 pm,Yes,No,9:00 am - 9:00 pm,9:00 am - 9:00 pm,Yes,9:00 am - 9:00 pm,Yes,,MI Detroit Southwest_Detroit,Claimed,,antojitos-el-catracho-detroit,42.3192299605457,-83.0974138254887,Inexpensive,5.0,honey-bee-la-colmena-detroit,giovannas-lounge-detroit,angels-place-detroit,6,LatinAmerican,Antojitos El Catracho,https://www.yelp.com/biz/antojitos-el-catracho-detroit?osq=food
2207,,,,Yes,,No,,Casual,,No,,,,,No,,,,,,,Yes,Yes,,,,Yes,,,,,No,,,,,Yes,No,,,Yes,,,,MI Detroit Southwest_Detroit,Unclaimed,,georges-famous-coney-island-detroit,42.3313366,-83.1218013,Inexpensive,2.5,jordans-family-restaurant-detroit,sweetwater-tavern-detroit,union-street-detroit,4,American(Traditional),George’s Famous Coney Island,https://www.yelp.com/biz/georges-famous-coney-island-detroit?osq=food
