City,State,total_business
GERONIMO,OK,293
GOULD,OK,14
GRANDFIELD,OK,24
GRANITE,OK,97
HASTINGS,OK,149
HEADRICK,OK,65
HOLLIS,OK,40
HOLLISTER,OK,97
INDIAHOMA,OK,275
LOVELAND,OK,783
MANGUM,OK,7
MANITOU,OK,86
MARTHA,OK,37
MEDICINE PARK,OK,270
MEERS,OK,176
MOUNTAIN PARK,OK,498
OLUSTEE,OK,58
OSCAR,OK,5
RANDLETT,OK,307
ROOSEVELT,OK,7
RYAN,OK,34
SNYDER,OK,502
STERLING,OK,34
TEMPLE,OK,8
TERRAL,OK,50
TIPTON,OK,82
VINSON,OK,242
WALTERS,OK,346
WAURIKA,OK,787
CLINTON,OK,40
ARAPAHO,OK,38
BESSIE,OK,99
BURNS FLAT,OK,43
BUTLER,OK,92
CANUTE,OK,48
CARTER,OK,14
CHEYENNE,OK,66
CORDELL,OK,113
CRAWFORD,OK,6
CUSTER CITY,OK,71
DILL CITY,OK,11
DURHAM,OK,6
ELK CITY,OK,53
ERICK,OK,8
FAY,OK,420
FOSS,OK,44
HAMMON,OK,93
HOBART,OK,13
LEEDEY,OK,8
LONE WOLF,OK,14
OAKWOOD,OK,385
PUTNAM,OK,244
REYDON,OK,17
ROCKY,OK,73
SAYRE,OK,16
SEILING,OK,6
SENTINEL,OK,81
SWEETWATER,OK,46
TALOGA,OK,10
TEXOLA,OK,8
THOMAS,OK,280
WILLOW,OK,41
ENID,OK,131
ALINE,OK,230
ALVA,OK,17
AMES,OK,156
AMORITA,OK,7
BISON,OK,11
BURLINGTON,OK,34
CANTON,OK,376
CARMEN,OK,214
CARRIER,OK,131
CHEROKEE,OK,7
CLEO SPRINGS,OK,10
COVINGTON,OK,163
DACOMA,OK,30
DOUGLAS,OK,14
DOVER,OK,94
DRUMMOND,OK,131
FAIRMONT,OK,167
FAIRVIEW,OK,9
GARBER,OK,541
GOLTRY,OK,152
HELENA,OK,162
HENNESSEY,OK,9
HILLSDALE,OK,46
HITCHCOCK,OK,18
HOPETON,OK,17
ISABELLA,OK,13
JET,OK,145
KINGFISHER,OK,18
KREMLIN,OK,144
LAHOMA,OK,97
LONGDALE,OK,11
LOYAL,OK,18
LUCIEN,OK,20
MANCHESTER,OK,28
MEDFORD,OK,27
MENO,OK,156
NASH,OK,289
OKARCHE,OK,19
OKEENE,OK,12
OMEGA,OK,3459
POND CREEK,OK,144
RINGWOOD,OK,154
SOUTHARD,OK,6
WAKITA,OK,17
WATONGA,OK,71
WAUKOMIS,OK,144
WOODWARD,OK,36
ARNETT,OK,5
BUFFALO,OK,59
CAMARGO,OK,202
CHESTER,OK,5
FARGO,OK,43
FORT SUPPLY,OK,36
FREEDOM,OK,7
GAGE,OK,62
GATE,OK,78
LAVERNE,OK,58
MAY,OK,40
MOORELAND,OK,31
MUTUAL,OK,43
ROSSTON,OK,58
SHARON,OK,36
SHATTUCK,OK,6
VICI,OK,43
WAYNOKA,OK,98
ADAMS,OK,7
BALKO,OK,137
BEAVER,OK,98
BOISE CITY,OK,45
FELT,OK,25
FORGAN,OK,52
GOODWELL,OK,37
GUYMON,OK,34
HARDESTY,OK,60
HOOKER,OK,101
KENTON,OK,31
KEYES,OK,66
TEXHOMA,OK,129
TURPIN,OK,10
TYRONE,OK,76
TEXHOMA,TX,129
AVANT,OK,30
BARNSDALL,OK,10
BARTLESVILLE,OK,105
BIXBY,OK,1094
BRISTOW,OK,19
BROKEN ARROW,OK,1766
BROKEN ARROW,OK,1766
CATOOSA,OK,1276
CHELSEA,OK,13
CLAREMORE,OK,140
CLEVELAND,OK,12
COLLINSVILLE,OK,200
COPAN,OK,80
CUSHING,OK,24
DAVENPORT,OK,28
DELAWARE,OK,150
DEPEW,OK,170
DEWEY,OK,104
DRUMRIGHT,OK,27
FOYIL,OK,102
GLENCOE,OK,220
GLENPOOL,OK,1123
HALLETT,OK,13
HOMINY,OK,11
INOLA,OK,129
JENKS,OK,1845
JENNINGS,OK,64
KELLYVILLE,OK,145
KIEFER,OK,872
LENAPAH,OK,151
LEONARD,OK,822
MANNFORD,OK,846
MARAMEC,OK,13
MILFAY,OK,33
MOUNDS,OK,11
NOWATA,OK,133
OAKHURST,OK,1510
OCHELATA,OK,99
OILTON,OK,27
OOLOGAH,OK,1134
OSAGE,OK,9
OWASSO,OK,873
PAWHUSKA,OK,8
PAWNEE,OK,10
PERKINS,OK,11
PRUE,OK,80
RAMONA,OK,28
RIPLEY,OK,245
SAND SPRINGS,OK,1090
SAPULPA,OK,957
SHAMROCK,OK,51
SKIATOOK,OK,2647
SLICK,OK,22
S COFFEYVILLE,OK,33
SPERRY,OK,39
STILLWATER,OK,169
STROUD,OK,18
TALALA,OK,412
TERLTON,OK,166
VERA,OK,112
WANN,OK,186
WYNONA,OK,167
YALE,OK,27
TULSA,OK,1940
TULSA,OK,1940
VINITA,OK,20
ADAIR,OK,40
AFTON,OK,9
BIG CABIN,OK,41
BLUEJACKET,OK,146
CARDIN,OK,41
CHOUTEAU,OK,17
COLCORD,OK,71
COMMERCE,OK,9
DISNEY,OK,13
EUCHA,OK,27
FAIRLAND,OK,7
GROVE,OK,61
JAY,OK,6
KANSAS,OK,192
KETCHUM,OK,58
LANGLEY,OK,39
LOCUST GROVE,OK,7
MIAMI,OK,44
NORTH MIAMI,OK,44
OAKS,OK,1743
PICHER,OK,14
PRYOR,OK,27
QUAPAW,OK,66
ROSE,OK,12
SALINA,OK,59
SPAVINAW,OK,26
STRANG,OK,66
TWIN OAKS,OK,1726
WELCH,OK,133
WYANDOTTE,OK,48
MUSKOGEE,OK,128
BEGGS,OK,940
BOYNTON,OK,281
BRAGGS,OK,118
CANADIAN,OK,22
CHECOTAH,OK,19
COOKSON,OK,13
COUNCIL HILL,OK,19
COWETA,OK,2125
CROWDER,OK,372
DEWAR,OK,46
EUFAULA,OK,21
FORT GIBSON,OK,152
GORE,OK,8
HASKELL,OK,1779
HENRYETTA,OK,19
HITCHITA,OK,2423
HOYT,OK,8
HULBERT,OK,89
INDIANOLA,OK,137
MOODYS,OK,68
MORRIS,OK,46
OKAY,OK,149
OKMULGEE,OK,30
OKTAHA,OK,194
PARK HILL,OK,70
PEGGS,OK,35
PORTER,OK,160
PORUM,OK,67
PRESTON,OK,482
PROCTOR,OK,79
REDBIRD,OK,18
RENTIESVILLE,OK,22
SCHULTER,OK,47
STIDHAM,OK,39
STIGLER,OK,8
TAFT,OK,97
TAHLEQUAH,OK,69
WAGONER,OK,36
WAINWRIGHT,OK,233
WARNER,OK,12
WEBBERS FALLS,OK,18
WELLING,OK,81
WHITEFIELD,OK,8
MCALESTER,OK,73
ALBION,OK,7
ALDERSON,OK,80
ANTLERS,OK,7
ATOKA,OK,20
BLANCO,OK,196
BLOCKER,OK,108
BROMIDE,OK,59
CALVIN,OK,16
CANEY,OK,24
CENTRAHOMA,OK,519
CLARITA,OK,525
CLAYTON,OK,254
COALGATE,OK,41
DAISY,OK,274
FINLEY,OK,8
GOWEN,OK,9
HAILEYVILLE,OK,76
HARTSHORNE,OK,92
KIAMICHI CHRISTIAN MISSION,OK,9
KINTA,OK,40
KIOWA,OK,7
KREBS,OK,80
LANE,OK,22
LEHIGH,OK,25
MOYERS,OK,7
NASHOBA,OK,240
PANOLA,OK,390
PITTSBURG,OK,7
QUINTON,OK,409
RATTAN,OK,297
RED OAK,OK,23
SAVANNA,OK,78
SNOW,OK,253
STRINGTOWN,OK,26
STUART,OK,102
TALIHINA,OK,5
TUPELO,OK,97
TUSKAHOMA,OK,246
WARDVILLE,OK,392
WHITESBORO,OK,7
WILBURTON,OK,29
PONCA CITY,OK,66
BILLINGS,OK,13
BLACKWELL,OK,43
BRAMAN,OK,21
BURBANK,OK,80
DEER CREEK,OK,10
FAIRFAX,OK,1916
HUNTER,OK,486
KAW CITY,OK,88
LAMONT,OK,171
MARLAND,OK,38
NARDIN,OK,27
NEWKIRK,OK,44
RALSTON,OK,1555
RED ROCK,OK,582
SHIDLER,OK,1118
TONKAWA,OK,7
DURANT,OK,89
ACHILLE,OK,152
ALBANY,OK,1059
BATTIEST,OK,214
BENNINGTON,OK,5
BETHEL,OK,186
BOKCHITO,OK,131
BOSWELL,OK,46
BROKEN BOW,OK,82
CADDO,OK,71
CALERA,OK,16
CARTWRIGHT,OK,197
COLBERT,OK,191
EAGLETOWN,OK,44
FORT TOWSON,OK,8
GARVIN,OK,55
GOLDEN,OK,70
GRANT,OK,19
HAWORTH,OK,29
HENDRIX,OK,173
HUGO,OK,14
IDABEL,OK,46
KEMP,OK,54
KENEFIC,OK,157
MILLERTON,OK,16
PICKENS,OK,256
PLATTER,OK,166
RINGOLD,OK,249
RUFE,OK,7
SAWYER,OK,52
SOPER,OK,34
SPENCERVILLE,OK,15
SWINK,OK,52
VALLIANT,OK,7
WRIGHT CITY,OK,20
SHAWNEE,OK,150
SEMINOLE,OK,39
ADA,OK,66
AGRA,OK,236
ALLEN,OK,88
ASHER,OK,3544
ATWOOD,OK,16
BOLEY,OK,24
BOWLEGS,OK,31
BYARS,OK,25
CARNEY,OK,28
CASTLE,OK,14
CHANDLER,OK,27
CONNERVILLE,OK,489
CROMWELL,OK,18
DUSTIN,OK,55
EARLSBORO,OK,225
FITTSTOWN,OK,38
FITZHUGH,OK,73
FRANCIS,OK,67
HANNA,OK,506
HOLDENVILLE,OK,15
KONAWA,OK,20
LAMAR,OK,112
MCLOUD,OK,194
MACOMB,OK,24
MAUD,OK,43
MEEKER,OK,290
MILL CREEK,OK,183
NEWALLA,OK,15
OKEMAH,OK,14
PADEN,OK,236
PRAGUE,OK,5
ROFF,OK,84
SAINT LOUIS,OK,17
SASAKWA,OK,123
SPARKS,OK,211
STONEWALL,OK,98
STRATFORD,OK,2092
TECUMSEH,OK,144
TRYON,OK,241
WANETTE,OK,3406
WELEETKA,OK,81
WELLSTON,OK,25
WETUMKA,OK,50
WEWOKA,OK,13
ARKOMA,OK,298
POCOLA,OK,479
BOKOSHE,OK,271
BUNCH,OK,20
CAMERON,OK,26
FANSHAWE,OK,57
GANS,OK,45
HEAVENER,OK,78
HODGEN,OK,6
HOWE,OK,32
KEOTA,OK,101
LEFLORE,OK,6
LEQUIRE,OK,16
MCCURTAIN,OK,9
MARBLE CITY,OK,30
MOFFETT,OK,71
MONROE,OK,34
MULDROW,OK,15
MUSE,OK,319
PANAMA,OK,36
POTEAU,OK,326
ROLAND,OK,351
SALLISAW,OK,33
SHADY POINT,OK,37
SMITHVILLE,OK,203
SPIRO,OK,467
STILWELL,OK,17
VIAN,OK,170
WATSON,OK,187
WATTS,OK,63
WESTVILLE,OK,10
WISTER,OK,33
ADDISON,TX,2464
ALLEN,TX,3885
CARROLLTON,TX,7398
CARROLLTON,TX,7398
CELINA,TX,729
IRVING,TX,7508
COPPELL,TX,5878
DENISON,TX,231
FLOWER MOUND,TX,3352
PLANO,TX,4882
LEWISVILLE,TX,4708
ROWLETT,TX,2951
ROCKWALL,TX,1449
FRISCO,TX,3859
FRISCO,TX,3859
GARLAND,TX,6480
SACHSE,TX,4197
GRAND PRAIRIE,TX,4078
THE COLONY,TX,5421
GUNTER,TX,123
LAKE DALLAS,TX,97
LITTLE ELM,TX,2801
MCKINNEY,TX,2197
POTTSBORO,TX,233
PROSPER,TX,351
RICHARDSON,TX,7071
SHERMAN,TX,225
WESTON,TX,397
WYLIE,TX,2778
BARDWELL,TX,196
BARRY,TX,325
CANTON,TX,50
CEDAR HILL,TX,2396
CHATFIELD,TX,339
CORSICANA,TX,95
CRANDALL,TX,40
DESOTO,TX,569
DUNCANVILLE,TX,3588
EDGEWOOD,TX,7
ELMO,TX,149
ENNIS,TX,173
COPEVILLE,TX,667
EUSTACE,TX,23
FERRIS,TX,545
FORNEY,TX,1218
FRUITVALE,TX,88
FATE,TX,513
LANCASTER,TX,1353
CADDO MILLS,TX,16
GRAND SALINE,TX,9
HUTCHINS,TX,2967
KAUFMAN,TX,213
KEMP,TX,11
KERENS,TX,20
MABANK,TX,84
MALAKOFF,TX,126
MESQUITE,TX,4612
PALMER,TX,357
POWELL,TX,102
RED OAK,TX,920
RICE,TX,147
MABANK,TX,84
ROSSER,TX,114
SCURRY,TX,88
SEAGOVILLE,TX,687
TERRELL,TX,261
TRINIDAD,TX,33
JOSEPHINE,TX,408
WAXAHACHIE,TX,290
LAVON,TX,902
WILLS POINT,TX,16
WILMER,TX,1038
NEVADA,TX,61
BALCH SPRINGS,TX,3474
SUNNYVALE,TX,646
ROYSE CITY,TX,336
DALLAS,TX,14202
DALLAS,TX,14202
GREENVILLE,TX,139
PRINCETON,TX,1072
ANNA,TX,363
ALBA,TX,8
ARTHUR CITY,TX,123
BAGWELL,TX,9
BAILEY,TX,47
BELLS,TX,399
BEN FRANKLIN,TX,8
BLOSSOM,TX,96
BOGATA,TX,12
BONHAM,TX,41
BRASHEAR,TX,283
BROOKSTON,TX,113
CAMPBELL,TX,339
CELESTE,TX,73
BLUE RIDGE,TX,2919
CHICOTA,TX,19
CLARKSVILLE,TX,12
COMMERCE,TX,28
COMO,TX,102
COOPER,TX,8
CUMBY,TX,34
CUNNINGHAM,TX,5
DEPORT,TX,40
DETROIT,TX,9
DIKE,TX,73
DODD CITY,TX,38
ECTOR,TX,48
EMORY,TX,19
ENLOE,TX,7
FARMERSVILLE,TX,157
GOBER,TX,43
GOLDEN,TX,77
HONEY GROVE,TX,3199
IVANHOE,TX,36
KLONDIKE,TX,35
LADONIA,TX,7
LAKE CREEK,TX,6
LEESBURG,TX,71
LEONARD,TX,31
LONE OAK,TX,139
MELISSA,TX,654
MOUNT PLEASANT,TX,82
MOUNT VERNON,TX,24
MERIT,TX,24
HOWE,TX,184
PARIS,TX,99
PATTONVILLE,TX,98
PECAN GAP,TX,8
PETTY,TX,1476
PICKTON,TX,92
POINT,TX,27
POWDERLY,TX,99
QUINLAN,TX,23
RANDOLPH,TX,58
RAVENNA,TX,44
ROXTON,TX,66
SALTILLO,TX,6
SAVOY,TX,383
SCROGGINS,TX,31
SULPHUR BLUFF,TX,216
SULPHUR SPRINGS,TX,77
WESTMINSTER,TX,268
SUMNER,TX,93
TALCO,TX,149
TELEPHONE,TX,1989
TOM BEAN,TX,188
TRENTON,TX,59
WHITEWRIGHT,TX,89
WINDOM,TX,107
WINFIELD,TX,97
WINNSBORO,TX,23
VAN ALSTYNE,TX,109
WOLFE CITY,TX,41
YANTIS,TX,54
TEXARKANA,TX,292
ANNONA,TX,7
ATLANTA,TX,34
AVERY,TX,704
BIVINS,TX,34
BLOOMBURG,TX,295
COOKVILLE,TX,73
DE KALB,TX,13
DOUGLASSVILLE,TX,34
HOOKS,TX,13
KILDARE,TX,19
LINDEN,TX,121
LODI,TX,39
MC LEOD,TX,28
MARIETTA,TX,98
MAUD,TX,41
NAPLES,TX,899
NASH,TX,222
NEW BOSTON,TX,25
OMAHA,TX,13
QUEEN CITY,TX,28
REDWATER,TX,161
SIMMS,TX,33
LONGVIEW,TX,392
AVINGER,TX,33
BECKVILLE,TX,22
CARTHAGE,TX,33
CASON,TX,93
CLAYTON,TX,36
DAINGERFIELD,TX,9
DE BERRY,TX,45
DIANA,TX,137
EASTON,TX,268
ELYSIAN FIELDS,TX,45
GARY,TX,96
GILMER,TX,51
GLADEWATER,TX,19
HALLSVILLE,TX,15
HARLETON,TX,173
HENDERSON,TX,51
HUGHES SPRINGS,TX,12
JEFFERSON,TX,31
JOINERVILLE,TX,55
JONESVILLE,TX,22
JUDSON,TX,357
KARNACK,TX,6
KILGORE,TX,380
LAIRD HILL,TX,46
LANEVILLE,TX,23
LONE STAR,TX,11
LONG BRANCH,TX,19
MARSHALL,TX,86
MINDEN,TX,48
MOUNT ENTERPRISE,TX,222
NEW LONDON,TX,125
ORE CITY,TX,14
OVERTON,TX,148
PANOLA,TX,23
PITTSBURG,TX,17
PRICE,TX,56
SCOTTSVILLE,TX,242
SELMAN CITY,TX,62
TATUM,TX,67
WASKOM,TX,57
WHITE OAK,TX,379
WOODLAWN,TX,111
TYLER,TX,487
ARP,TX,12
ATHENS,TX,256
BEN WHEELER,TX,87
BIG SANDY,TX,87
BROWNSBORO,TX,55
BULLARD,TX,17
CHANDLER,TX,22
CUNEY,TX,88
CUSHING,TX,184
FLINT,TX,11
FRANKSTON,TX,12
GALLATIN,TX,59
HAWKINS,TX,56
JACKSONVILLE,TX,42
LARUE,TX,87
LINDALE,TX,166
MAYDELLE,TX,55
MINEOLA,TX,24
MURCHISON,TX,91
NECHES,TX,70
NEW SUMMERFIELD,TX,448
POYNOR,TX,33
QUITMAN,TX,14
REKLAW,TX,258
RUSK,TX,12
SACUL,TX,8
TROUP,TX,253
VAN,TX,62
WHITEHOUSE,TX,226
WINONA,TX,190
PALESTINE,TX,69
BUFFALO,TX,16
CAYUGA,TX,1378
CENTERVILLE,TX,13
CENTRALIA,TX,739
CROCKETT,TX,31
DONIE,TX,28
ELKHART,TX,152
FAIRFIELD,TX,34
GRAPELAND,TX,28
GROVETON,TX,926
JEWETT,TX,37
KENNARD,TX,78
KIRVIN,TX,57
LATEXO,TX,36
LEONA,TX,6
LOVELADY,TX,75
MIDWAY,TX,30
MONTALBA,TX,67
OAKWOOD,TX,16
PENNINGTON,TX,18
RATCLIFF,TX,7
STREETMAN,TX,35
TEAGUE,TX,8
TENNESSEE COLONY,TX,25
TRINITY,TX,17
WOODLAKE,TX,993
LUFKIN,TX,169
ALTO,TX,22
APPLE SPRINGS,TX,21
BON WIER,TX,1281
BROADDUS,TX,133
BRONSON,TX,5
BROOKELAND,TX,9
BURKEVILLE,TX,334
CALL,TX,11
CAMDEN,TX,13
CENTER,TX,19
CHESTER,TX,111
CHIRENO,TX,294
COLMESNEIL,TX,23
CORRIGAN,TX,11
DIBOLL,TX,13
DOUCETTE,TX,6
DOUGLASS,TX,15
ETOILE,TX,9
GARRISON,TX,24
HEMPHILL,TX,51
HUNTINGTON,TX,7
JASPER,TX,36
JOAQUIN,TX,7
KIRBYVILLE,TX,8
MARTINSVILLE,TX,552
MILAM,TX,47
MOSCOW,TX,15
NACOGDOCHES,TX,117
NEWTON,TX,50
PINELAND,TX,14
POLLOK,TX,168
SAN AUGUSTINE,TX,7
SHELBYVILLE,TX,19
TENAHA,TX,29
TIMPSON,TX,7
WELLS,TX,36
WIERGATE,TX,329
WODEN,TX,160
WOODVILLE,TX,20
ZAVALLA,TX,11
ARLINGTON,TX,3618
ALEDO,TX,40
ALVARADO,TX,45
AZLE,TX,1046
BEDFORD,TX,4725
BOYD,TX,9
BURLESON,TX,1365
CLEBURNE,TX,190
COLLEYVILLE,TX,4411
CRESSON,TX,311
CROWLEY,TX,1655
EULESS,TX,4647
FORRESTON,TX,140
GLEN ROSE,TX,32
GODLEY,TX,325
GRANBURY,TX,159
GRANDVIEW,TX,10
GRAPEVINE,TX,4125
HASLET,TX,1571
HURST,TX,4723
ITASCA,TX,6
JOSHUA,TX,480
KEENE,TX,374
KENNEDALE,TX,3227
LILLIAN,TX,1208
MANSFIELD,TX,2197
MAYPEARL,TX,238
MIDLOTHIAN,TX,900
MILLSAP,TX,83
MINERAL WELLS,TX,65
NEMO,TX,73
NEWARK,TX,555
PARADISE,TX,107
RAINBOW,TX,104
RHOME,TX,380
SPRINGTOWN,TX,34
VENUS,TX,452
WEATHERFORD,TX,221
SOUTHLAKE,TX,1043
RIO VISTA,TX,744
AZLE,TX,1046
FORT WORTH,TX,7470
HALTOM CITY,TX,4505
NAVAL AIR STATION/ JRB,TX,6
NORTH RICHLAND HILLS,TX,4373
DENTON,TX,979
ALVORD,TX,88
ARGYLE,TX,1431
AUBREY,TX,934
BELLEVUE,TX,24
BOWIE,TX,22
COLLINSVILLE,TX,57
DECATUR,TX,53
ERA,TX,117
FORESTBURG,TX,21
GAINESVILLE,TX,96
KELLER,TX,3028
GORDONVILLE,TX,40
GREENWOOD,TX,149
JUSTIN,TX,30
KRUM,TX,188
LINDSAY,TX,103
MONTAGUE,TX,39
MUENSTER,TX,187
MYRA,TX,99
NOCONA,TX,9
PILOT POINT,TX,2974
PONDER,TX,639
RINGGOLD,TX,1068
ROANOKE,TX,2176
ROSSTON,TX,745
SADLER,TX,46
SAINT JO,TX,198
SANGER,TX,37
SLIDELL,TX,59
SOUTHMAYD,TX,210
SUNSET,TX,33
TIOGA,TX,67
VALLEY VIEW,TX,123
WHITESBORO,TX,18
WICHITA FALLS,TX,274
SHEPPARD AFB,TX,297
ARCHER CITY,TX,459
BLUEGROVE,TX,11
BURKBURNETT,TX,80
BYERS,TX,727
ELECTRA,TX,253
GOREE,TX,36
HARROLD,TX,50
HENRIETTA,TX,10
HOLLIDAY,TX,262
IOWA PARK,TX,10
KAMAY,TX,12
MEGARGEL,TX,9
MUNDAY,TX,65
NEWCASTLE,TX,32
OKLAUNION,TX,30
OLNEY,TX,9
PETROLIA,TX,728
SCOTLAND,TX,296
SEYMOUR,TX,12
VERNON,TX,31
WEINERT,TX,23
WINDTHORST,TX,239
STEPHENVILLE,TX,92
BRECKENRIDGE,TX,21
BRIDGEPORT,TX,93
BRYSON,TX,27
CADDO,TX,9
ALBANY,TX,7
CHICO,TX,68
BLANKET,TX,135
BLUFF DALE,TX,69
CARBON,TX,75
CARLTON,TX,18
CISCO,TX,13
DENNIS,TX,194
COMANCHE,TX,17
CROSS PLAINS,TX,9
DE LEON,TX,21
DESDEMONA,TX,15
DUBLIN,TX,10
EASTLAND,TX,22
GRAFORD,TX,61
GRAHAM,TX,30
ENERGY,TX,1178
GORDON,TX,181
GORMAN,TX,6
GUSTINE,TX,83
HICO,TX,8
JACKSBORO,TX,17
JERMYN,TX,22
LOVING,TX,23
LINGLEVILLE,TX,92
LIPAN,TX,525
MINGUS,TX,11
MORAN,TX,81
MORGAN MILL,TX,48
OLDEN,TX,12
PALUXY,TX,138
PROCTOR,TX,35
PUTNAM,TX,680
RANGER,TX,81
RISING STAR,TX,11
SANTO,TX,131
SIDNEY,TX,24
STRAWN,TX,15
TOLAR,TX,12
SOUTH BEND,TX,38
THROCKMORTON,TX,211
PALO PINTO,TX,43
PEASTER,TX,212
PERRIN,TX,3468
POOLVILLE,TX,686
WHITT,TX,58
WOODSON,TX,34
TEMPLE,TX,911
BARTLETT,TX,9
BELTON,TX,400
BUCKHOLTS,TX,38
BURLINGTON,TX,39
CAMERON,TX,26
COPPERAS COVE,TX,460
DAVILLA,TX,36
EDDY,TX,87
EVANT,TX,87
FLAT,TX,66
FLORENCE,TX,10
GATESVILLE,TX,33
GRANGER,TX,17
HAMILTON,TX,32
HEIDENHEIMER,TX,14
HOLLAND,TX,101
JARRELL,TX,181
JONESBORO,TX,7
KEMPNER,TX,160
KILLEEN,TX,601
FORT HOOD,TX,571
HARKER HEIGHTS,TX,607
LAMPASAS,TX,43
LITTLE RIVER ACADEMY,TX,346
MILANO,TX,78
MOODY,TX,81
MOUND,TX,36
NOLANVILLE,TX,640
OGLESBY,TX,13
PENDLETON,TX,9
POTTSVILLE,TX,26
PURMELA,TX,1547
ROCKDALE,TX,36
ROGERS,TX,11
ROSEBUD,TX,6
SALADO,TX,45
SCHWERTNER,TX,194
TAYLOR,TX,225
THORNDALE,TX,53
THRALL,TX,86
TROY,TX,310
ABBOTT,TX,17
AQUILLA,TX,7
AVALON,TX,85
AXTELL,TX,618
BLOOMING GROVE,TX,372
BLUM,TX,505
BRANDON,TX,79
BREMOND,TX,19
BRUCEVILLE,TX,108
BYNUM,TX,29
CHILTON,TX,896
CHINA SPRING,TX,13
CLIFTON,TX,16
COOLIDGE,TX,27
COVINGTON,TX,132
CRANFILLS GAP,TX,15
CRAWFORD,TX,33
DAWSON,TX,11
ELM MOTT,TX,76
FROST,TX,21
GROESBECK,TX,20
HEWITT,TX,530
LAGUNA PARK,TX,43
HILLSBORO,TX,79
HUBBARD,TX,11
IREDELL,TX,187
IRENE,TX,15
ITALY,TX,14
KOPPERL,TX,39
KOSSE,TX,5
LEROY,TX,162
LORENA,TX,449
LOTT,TX,33
MC GREGOR,TX,1012
MALONE,TX,7
MARLIN,TX,17
MART,TX,6
MERIDIAN,TX,13
MERTENS,TX,257
MEXIA,TX,20
MILFORD,TX,15
MORGAN,TX,17
MOUNT CALM,TX,16
PENELOPE,TX,67
PRAIRIE HILL,TX,11
PURDON,TX,97
REAGAN,TX,29
RICHLAND,TX,89
RIESEL,TX,190
ROSS,TX,257
SATIN,TX,167
TEHUACANA,TX,23
THORNTON,TX,117
VALLEY MILLS,TX,28
WALNUT SPRINGS,TX,19
WEST,TX,16
WHITNEY,TX,20
WORTHAM,TX,31
WACO,TX,534
WOODWAY,TX,540
BROWNWOOD,TX,95
EARLY,TX,85
ART,TX,14
BALLINGER,TX,13
BANGS,TX,96
BEND,TX,18
BRADY,TX,26
BROOKESMITH,TX,37
BURKETT,TX,23
CASTELL,TX,753
CHEROKEE,TX,106
COLEMAN,TX,18
DOOLE,TX,217
EDEN,TX,401
FORT MC KAVETT,TX,359
FREDONIA,TX,62
GOLDTHWAITE,TX,12
GOULDBUSK,TX,36
HEXT,TX,283
JUNCTION,TX,24
LOHN,TX,266
LOMETA,TX,1800
LONDON,TX,11
LOWAKE,TX,14
MASON,TX,13
MAY,TX,140
MELVIN,TX,223
MENARD,TX,368
MILES,TX,359
MILLERSVIEW,TX,476
MULLIN,TX,131
NORTON,TX,24
PAINT ROCK,TX,386
PONTOTOC,TX,592
PRIDDY,TX,897
RICHLAND SPRINGS,TX,63
ROCHELLE,TX,23
ROCKWOOD,TX,249
ROOSEVELT,TX,114
ROWENA,TX,157
SAN SABA,TX,21
SANTA ANNA,TX,24
STAR,TX,980
TALPA,TX,860
TELEGRAPH,TX,16
VALERA,TX,20
VALLEY SPRING,TX,37
VERIBEST,TX,157
VOCA,TX,22
VOSS,TX,213
ZEPHYR,TX,87
SAN ANGELO,TX,272
GOODFELLOW AFB,TX,95
BARNHART,TX,338
BIG LAKE,TX,6
BRONTE,TX,6
CARLSBAD,TX,154
CHRISTOVAL,TX,385
ELDORADO,TX,331
EOLA,TX,376
KNICKERBOCKER,TX,118
MERETA,TX,375
MERTZON,TX,342
OZONA,TX,21
ROBERT LEE,TX,8
SILVER,TX,502
SONORA,TX,16
STERLING CITY,TX,439
TENNYSON,TX,10
VANCOURT,TX,353
WALL,TX,282
WATER VALLEY,TX,405
HOUSTON,TX,14728
HOUSTON,TX,14728
CONROE,TX,4003
NORTH HOUSTON,TX,15246
MONTGOMERY,TX,549
WILLIS,TX,377
HUNTSVILLE,TX,129
KINGWOOD,TX,1415
ACE,TX,57
CLEVELAND,TX,14458
COLDSPRING,TX,15
DALLARDSVILLE,TX,2802
DOBBIN,TX,208
DODGE,TX,128
GOODRICH,TX,84
HUFFMAN,TX,24
HUFSMITH,TX,7572
HUMBLE,TX,1941
LEGGETT,TX,59
LIVINGSTON,TX,52
MAGNOLIA,TX,4979
NEW CANEY,TX,945
NEW WAVERLY,TX,189
OAKHURST,TX,40
ONALASKA,TX,11
PINEHURST,TX,1116
PLANTERSVILLE,TX,134
POINTBLANK,TX,40
PORTER,TX,1402
RIVERSIDE,TX,146
ROMAYOR,TX,23
RYE,TX,8462
SHEPHERD,TX,8
SPLENDORA,TX,240
SPRING,TX,3238
THICKET,TX,6699
TOMBALL,TX,10741
VOTAW,TX,7492
SPRING,TX,3238
BELLAIRE,TX,1443
BAY CITY,TX,50
RICHMOND,TX,10001
CYPRESS,TX,3646
ALIEF,TX,2635
ALTAIR,TX,52
BARKER,TX,1427
CEDAR LANE,TX,33
BEASLEY,TX,309
BELLVILLE,TX,25
BLESSING,TX,137
BOLING,TX,922
BRAZORIA,TX,11
BROOKSHIRE,TX,40
CHAPPELL HILL,TX,283
COLLEGEPORT,TX,13
DAMON,TX,11
DANCIGER,TX,41
