City,State,total_business
FRANKLINTON,LA,16
GREENSBURG,LA,38
HUSSER,LA,141
INDEPENDENCE,LA,189
KENTWOOD,LA,11
LACOMBE,LA,645
LORANGER,LA,191
MADISONVILLE,LA,362
MANDEVILLE,LA,425
MAUREPAS,LA,1270
MOUNT HERMON,LA,27
NATALBANY,LA,214
PEARL RIVER,LA,110
PINE GROVE,LA,27
PONCHATOULA,LA,208
ROBERT,LA,265
ROSELAND,LA,25
SAINT BENEDICT,LA,24
SLIDELL,LA,295
SPRINGFIELD,LA,152
SUN,LA,104
TALISHEEK,LA,165
TANGIPAHOA,LA,39
TICKFAW,LA,234
VARNADO,LA,27
LAFAYETTE,LA,733
ABBEVILLE,LA,141
ARNAUDVILLE,LA,8
AVERY ISLAND,LA,125
BALDWIN,LA,24
BASILE,LA,31
BRANCH,LA,245
BREAUX BRIDGE,LA,79
BROUSSARD,LA,888
CADE,LA,764
CARENCRO,LA,699
CECILIA,LA,468
CENTERVILLE,LA,11
CHARENTON,LA,24
CHATAIGNIER,LA,38
CHURCH POINT,LA,224
CROWLEY,LA,36
DELCAMBRE,LA,197
DUSON,LA,695
EGAN,LA,78
ELTON,LA,24
ERATH,LA,37
ESTHERWOOD,LA,97
EUNICE,LA,18
EVANGELINE,LA,60
FRANKLIN,LA,15
GARDEN CITY,LA,11
GRAND COTEAU,LA,217
GUEYDAN,LA,11
IOTA,LA,90
JEANERETTE,LA,10
JENNINGS,LA,33
KAPLAN,LA,7
LAKE ARTHUR,LA,47
LAWTELL,LA,771
LEONVILLE,LA,134
LOREAUVILLE,LA,141
MAMOU,LA,37
MAURICE,LA,14
MERMENTAU,LA,67
MILTON,LA,1002
MORSE,LA,195
NEW IBERIA,LA,237
LYDIA,LA,853
OPELOUSAS,LA,89
PERRY,LA,26
PINE PRAIRIE,LA,19
PORT BARRE,LA,6
RAYNE,LA,217
REDDELL,LA,19
ROANOKE,LA,51
SAINT MARTINVILLE,LA,19
SCOTT,LA,763
SUNSET,LA,17
TURKEY CREEK,LA,9
VILLE PLATTE,LA,11
WASHINGTON,LA,61
WELSH,LA,7
YOUNGSVILLE,LA,812
LAKE CHARLES,LA,413
BELL CITY,LA,29
CAMERON,LA,11
CREOLE,LA,753
DEQUINCY,LA,13
DERIDDER,LA,40
DRY CREEK,LA,1130
ELIZABETH,LA,14
EVANS,LA,337
FENTON,LA,38
GRAND CHENIER,LA,663
GRANT,LA,1097
HACKBERRY,LA,475
HAYES,LA,27
IOWA,LA,19
KINDER,LA,15
LACASSINE,LA,27
LEBLANC,LA,20
LONGVILLE,LA,15
MERRYVILLE,LA,1219
MITTIE,LA,1076
OBERLIN,LA,22
PITKIN,LA,743
RAGLEY,LA,19
REEVES,LA,18
ROSEPINE,LA,61
SINGER,LA,1426
STARKS,LA,30
SUGARTOWN,LA,1027
SULPHUR,LA,397
VINTON,LA,14
WESTLAKE,LA,5511
BAKER,LA,825
DENHAM SPRINGS,LA,1129
GONZALES,LA,656
ADDIS,LA,914
ALBANY,LA,74
ANGOLA,LA,14
BATCHELOR,LA,19
BRITTANY,LA,81
BRUSLY,LA,1031
CARVILLE,LA,10
CLINTON,LA,7
CONVENT,LA,10
DARROW,LA,15
DUPLESSIS,LA,105
ERWINVILLE,LA,89
ETHEL,LA,68
FORDOCHE,LA,39
FRENCH SETTLEMENT,LA,305
GEISMAR,LA,557
GLYNN,LA,192
BURNSIDE,LA,6
GREENWELL SPRINGS,LA,43
GROSSE TETE,LA,65
HESTER,LA,61
HOLDEN,LA,148
INNIS,LA,7
JACKSON,LA,317
JARREAU,LA,54
KROTZ SPRINGS,LA,7
LAKELAND,LA,69
LETTSWORTH,LA,2406
LIVINGSTON,LA,10
LIVONIA,LA,7
LOTTIE,LA,31
MARINGOUIN,LA,18
MORGANZA,LA,28
NEW ROADS,LA,32
NORWOOD,LA,118
OSCAR,LA,49
PAULINA,LA,50
PLAQUEMINE,LA,45
PORT ALLEN,LA,204
PRAIRIEVILLE,LA,286
PRIDE,LA,172
ROSEDALE,LA,32
ROUGON,LA,170
SAINT AMANT,LA,43
SAINT FRANCISVILLE,LA,11
SAINT GABRIEL,LA,1033
SLAUGHTER,LA,51
SORRENTO,LA,312
SUNSHINE,LA,131
TUNICA,LA,14
VENTRESS,LA,25
WAKEFIELD,LA,21
WALKER,LA,584
WATSON,LA,11
WEYANOKE,LA,22
WHITE CASTLE,LA,1585
WILSON,LA,14
ZACHARY,LA,262
UNCLE SAM,LA,9
BATON ROUGE,LA,1487
ARCADIA,LA,20
ASHLAND,LA,1196
ATHENS,LA,1616
BELCHER,LA,54
BENTON,LA,7
BETHANY,LA,56
BIENVILLE,LA,1106
BLANCHARD,LA,703
CASTOR,LA,1200
COTTON VALLEY,LA,1443
COUSHATTA,LA,6
CULLEN,LA,11
DOYLINE,LA,11
DUBBERLY,LA,45
FRIERSON,LA,126
GIBSLAND,LA,27
GILLIAM,LA,28
GLOSTER,LA,26
GOLDONNA,LA,102
GRAND CANE,LA,10
GREENWOOD,LA,209
HALL SUMMIT,LA,8
HAUGHTON,LA,12
HAYNESVILLE,LA,65
HEFLIN,LA,43
HOMER,LA,107
HOSSTON,LA,21
IDA,LA,69
JAMESTOWN,LA,1203
KEATCHIE,LA,22
KEITHVILLE,LA,95
LISBON,LA,718
LOGANSPORT,LA,7
LONGSTREET,LA,12
ELM GROVE,LA,462
MANSFIELD,LA,13
MINDEN,LA,43
MOORINGSPORT,LA,66
OIL CITY,LA,970
PELICAN,LA,41
PLAIN DEALING,LA,1404
PLEASANT HILL,LA,856
POWHATAN,LA,95
PRINCETON,LA,334
RINGGOLD,LA,152
RODESSA,LA,110
SALINE,LA,1138
SAREPTA,LA,178
SHONGALOO,LA,79
SIBLEY,LA,44
SPRINGHILL,LA,10
STONEWALL,LA,307
SUMMERFIELD,LA,711
TAYLOR,LA,46
VIVIAN,LA,14
SHREVEPORT,LA,834
BARKSDALE AFB,LA,911
BOSSIER CITY,LA,836
MONROE,LA,311
ARCHIBALD,LA,19
BASKIN,LA,15
BASTROP,LA,26
BERNICE,LA,151
BONITA,LA,53
CALHOUN,LA,452
CHATHAM,LA,656
CHOUDRANT,LA,112
COLLINSTON,LA,356
CROWVILLE,LA,17
DELHI,LA,11
DELTA,LA,104
DOWNSVILLE,LA,441
DUBACH,LA,90
EPPS,LA,58
EROS,LA,443
FAIRBANKS,LA,366
FARMERVILLE,LA,12
FOREST,LA,7
FORT NECESSITY,LA,14
GRAMBLING,LA,117
HODGE,LA,13
JIGGER,LA,14
JONES,LA,645
JONESBORO,LA,13
KILBOURNE,LA,7
LAKE PROVIDENCE,LA,6
LILLIE,LA,90
MANGHAM,LA,29
MARION,LA,87
MER ROUGE,LA,18
OAK GROVE,LA,5
OAK RIDGE,LA,337
PIONEER,LA,5
QUITMAN,LA,17
RAYVILLE,LA,15
RUSTON,LA,108
SIMSBORO,LA,120
SONDHEIMER,LA,15
SPEARSVILLE,LA,8
START,LA,48
STERLINGTON,LA,142
SWARTZ,LA,296
TALLULAH,LA,13
TRANSYLVANIA,LA,8
WEST MONROE,LA,315
WINNSBORO,LA,14
ALEXANDRIA,LA,239
ACME,LA,548
BORDELONVILLE,LA,44
BUNKIE,LA,6
CENTER POINT,LA,74
CHASE,LA,14
CHENEYVILLE,LA,12
CLAYTON,LA,97
COTTONPORT,LA,163
DEVILLE,LA,287
DUPONT,LA,11
ECHO,LA,43
EFFIE,LA,32
EVERGREEN,LA,35
FERRIDAY,LA,9
GILBERT,LA,22
HAMBURG,LA,34
HARRISONBURG,LA,456
HESSMER,LA,36
JENA,LA,9
JONESVILLE,LA,43
LEBEAU,LA,1692
LECOMPTE,LA,38
LIBUSE,LA,238
MANSURA,LA,30
MARKSVILLE,LA,36
MELVILLE,LA,15
MONTEREY,LA,452
MOREAUVILLE,LA,37
MORROW,LA,16
NEWELLTON,LA,351
PALMETTO,LA,125
PINEVILLE,LA,238
PLAUCHEVILLE,LA,37
RHINEHART,LA,11
RUBY,LA,111
SAINT JOSEPH,LA,402
SAINT LANDRY,LA,23
SICILY ISLAND,LA,712
SIMMESPORT,LA,65
TROUT,LA,9
VIDALIA,LA,81
WATERPROOF,LA,7
WILDSVILLE,LA,436
WISNER,LA,686
AIMWELL,LA,11
ANACOCO,LA,104
ATLANTA,LA,17
BALL,LA,236
BELMONT,LA,16
BENTLEY,LA,43
BOYCE,LA,108
CALVIN,LA,17
CAMPTI,LA,69
CLARENCE,LA,69
CLARKS,LA,10
CLOUTIERVILLE,LA,538
COLFAX,LA,11
COLUMBIA,LA,8
CONVERSE,LA,673
DODSON,LA,26
DRY PRONG,LA,10
ELMER,LA,60
ENTERPRISE,LA,43
FISHER,LA,20
FLATWOODS,LA,568
FLORA,LA,66
FLORIEN,LA,92
FOREST HILL,LA,6
GARDNER,LA,22
GEORGETOWN,LA,436
GLENMORA,LA,23
GORUM,LA,546
GRAYSON,LA,10
HINESTON,LA,5
HORNBECK,LA,11
JOYCE,LA,9
KELLY,LA,11
KURTHWOOD,LA,548
LEESVILLE,LA,63
LENA,LA,7
LONGLEAF,LA,11
MANY,LA,13
MARTHAVILLE,LA,8
MELROSE,LA,3770
MONTGOMERY,LA,103
NATCHEZ,LA,69
NATCHITOCHES,LA,68
FORT POLK,LA,79
NEGREET,LA,77
NEW LLANO,LA,79
NOBLE,LA,12
OAKDALE,LA,12
OLLA,LA,35
OTIS,LA,12
POLLOCK,LA,36
PROVENCAL,LA,68
ROBELINE,LA,30
SAINT MAURICE,LA,98
SIEPER,LA,256
SIKES,LA,16
SIMPSON,LA,7
SLAGLE,LA,77
TIOGA,LA,7
TULLOS,LA,7
URANIA,LA,7
WINNFIELD,LA,16
WOODWORTH,LA,181
ZWOLLE,LA,22
PINE BLUFF,AR,93
WHITE HALL,AR,71
ARKANSAS CITY,AR,99
BANKS,AR,32
CROSSETT,AR,18
DERMOTT,AR,8
DUMAS,AR,12
EUDORA,AR,95
FOUNTAIN HILL,AR,266
GOULD,AR,13
GRADY,AR,14
HAMBURG,AR,25
HERMITAGE,AR,9
JERSEY,AR,6
KINGSLAND,AR,46
LAKE VILLAGE,AR,85
MC GEHEE,AR,5
MONTICELLO,AR,23
MONTROSE,AR,293
MOSCOW,AR,14
NEW EDINBURG,AR,15
PARKDALE,AR,45
PICKENS,AR,7
PORTLAND,AR,15
RISON,AR,139
ROHWER,AR,6
STAR CITY,AR,12
TILLAR,AR,77
WARREN,AR,8
WATSON,AR,23
WILMAR,AR,30
WILMOT,AR,546
WINCHESTER,AR,16
YORKTOWN,AR,22
CAMDEN,AR,26
BEARDEN,AR,11
BEIRNE,AR,14
BLUFF CITY,AR,330
CALION,AR,73
CARTHAGE,AR,1169
CHIDESTER,AR,49
CURTIS,AR,29
EL DORADO,AR,73
EMERSON,AR,50
FORDYCE,AR,5
GURDON,AR,63
HAMPTON,AR,5
HARRELL,AR,5
HUTTIG,AR,680
IVAN,AR,7
JUNCTION CITY,AR,700
LAWSON,AR,63
LOUANN,AR,28
MC NEIL,AR,28
MAGNOLIA,AR,28
MOUNT HOLLY,AR,277
NORPHLET,AR,73
SMACKOVER,AR,110
SPARKMAN,AR,673
STEPHENS,AR,115
STRONG,AR,104
THORNTON,AR,7
WALDO,AR,31
WHELEN SPRINGS,AR,573
HOPE,AR,28
ALLEENE,AR,10
ASHDOWN,AR,9
BEN LOMOND,AR,8
BLEVINS,AR,64
BRADLEY,AR,74
BUCKNER,AR,20
CALE,AR,363
COLUMBUS,AR,12
DE QUEEN,AR,13
DIERKS,AR,7
DODDRIDGE,AR,1453
EMMET,AR,40
FOREMAN,AR,525
FOUKE,AR,261
FULTON,AR,273
GARLAND CITY,AR,9
GENOA,AR,299
GILLHAM,AR,21
HORATIO,AR,14
LEWISVILLE,AR,77
LOCKESBURG,AR,41
MC CASKILL,AR,72
MINERAL SPRINGS,AR,13
NASHVILLE,AR,13
OGDEN,AR,211
TEXARKANA,AR,292
OZAN,AR,76
PRESCOTT,AR,12
ROSSTON,AR,78
SARATOGA,AR,472
STAMPS,AR,71
TAYLOR,AR,56
WASHINGTON,AR,196
WILLISVILLE,AR,474
WILTON,AR,10
WINTHROP,AR,75
HOT SPRINGS NATIONAL PARK,AR,318
HOT SPRINGS VILLAGE,AR,118
ALPINE,AR,13
AMITY,AR,20
ANTOINE,AR,785
ARKADELPHIA,AR,35
BISMARCK,AR,170
BOARD CAMP,AR,22
BONNERDALE,AR,25
CADDO GAP,AR,29
COVE,AR,48
DELIGHT,AR,67
DONALDSON,AR,65
FRIENDSHIP,AR,10
GLENWOOD,AR,20
GRANNIS,AR,232
HATFIELD,AR,24
JESSIEVILLE,AR,39
KIRBY,AR,5
LANGLEY,AR,8
MENA,AR,21
MOUNTAIN PINE,AR,315
MOUNT IDA,AR,13
MURFREESBORO,AR,9
NEWHOPE,AR,10
NORMAN,AR,25
ODEN,AR,9
OKOLONA,AR,105
PEARCY,AR,84
PENCIL BLUFF,AR,8
ROYAL,AR,289
SIMS,AR,11
STORY,AR,12
UMPIRE,AR,236
VANDERVOORT,AR,192
WICKES,AR,226
ADONA,AR,6
ALEXANDER,AR,849
ALMYRA,AR,25
ALTHEIMER,AR,119
AMAGON,AR,17
AUGUSTA,AR,126
AUSTIN,AR,79
BALD KNOB,AR,11
BAUXITE,AR,236
BEEBE,AR,84
BEE BRANCH,AR,29
BEEDEVILLE,AR,5
BENTON,AR,292
BIGELOW,AR,178
BISCOE,AR,15
BRADFORD,AR,131
BRINKLEY,AR,20
BRYANT,AR,512
CABOT,AR,301
CARLISLE,AR,10
CASA,AR,156
CASSCOE,AR,475
CENTER RIDGE,AR,271
CHOCTAW,AR,21
CLARENDON,AR,7
CLEVELAND,AR,1417
CLINTON,AR,21
CONWAY,AR,207
COTTON PLANT,AR,55
COY,AR,542
CROCKETTS BLUFF,AR,7
DAMASCUS,AR,19
DES ARC,AR,165
DE VALLS BLUFF,AR,11
DE WITT,AR,20
DIAZ,AR,14
EDGEMONT,AR,10
EL PASO,AR,60
ENGLAND,AR,14
ENOLA,AR,28
ETHEL,AR,335
FOX,AR,27
GARNER,AR,281
COLLEGE STATION,AR,1280
GILLETT,AR,7
GRAPEVINE,AR,16
GREENBRIER,AR,10
GREGORY,AR,8
GRIFFITHVILLE,AR,195
GUY,AR,16
HATTIEVILLE,AR,25
HAZEN,AR,92
HENSLEY,AR,54
HICKORY PLAINS,AR,13
HIGDEN,AR,10
HIGGINSON,AR,105
HOLLY GROVE,AR,399
HOUSTON,AR,804
HUMNOKE,AR,11
HUMPHREY,AR,13
HUNTER,AR,20
JACKSONPORT,AR,14
JACKSONVILLE,AR,559
JEFFERSON,AR,59
JERUSALEM,AR,6
JUDSONIA,AR,102
KENSETT,AR,97
KEO,AR,8
LEOLA,AR,19
LETONA,AR,114
LONOKE,AR,18
LONSDALE,AR,15
FAIRFIELD BAY,AR,35
LITTLE ROCK AIR FORCE BASE,AR,141
MC CRORY,AR,42
MC RAE,AR,13
MABELVALE,AR,26
MALVERN,AR,33
JONES MILL,AR,271
MAYFLOWER,AR,438
MENIFEE,AR,56
MONROE,AR,11
MORRILTON,AR,18
MOUNT VERNON,AR,400
NEWPORT,AR,84
MAUMELLE,AR,885
NORTH LITTLE ROCK,AR,1026
SHERWOOD,AR,1034
PANGBURN,AR,168
PARON,AR,18
PATTERSON,AR,6
PERRY,AR,30
PERRYVILLE,AR,7
PLUMERVILLE,AR,150
POYEN,AR,265
PRATTSVILLE,AR,211
PRIM,AR,19
QUITMAN,AR,299
REDFIELD,AR,6
REYDELL,AR,909
ROE,AR,56
ROLAND,AR,514
ROMANCE,AR,312
ROSE BUD,AR,376
RUSSELL,AR,9
SAINT CHARLES,AR,340
SCOTLAND,AR,14
SCOTT,AR,426
SEARCY,AR,96
SHERIDAN,AR,17
SHERRILL,AR,52
SHIRLEY,AR,115
SOLGOHACHIA,AR,29
SPRINGFIELD,AR,75
STUTTGART,AR,11
SWEET HOME,AR,1281
THIDA,AR,8
TICHNOR,AR,385
TRASKWOOD,AR,8
TUCKER,AR,16
TUPELO,AR,39
ULM,AR,15
VILONIA,AR,6
WABBASEKA,AR,14
WARD,AR,140
WEST POINT,AR,96
WILBURN,AR,35
WOODSON,AR,78
WOOSTER,AR,205
WRIGHT,AR,21
WRIGHTSVILLE,AR,1233
LITTLE ROCK,AR,1318
WEST MEMPHIS,AR,732
ARMOREL,AR,150
AUBREY,AR,6
BARTON,AR,32
BASSETT,AR,452
BLYTHEVILLE,AR,45
GOSNELL,AR,113
BRICKEYS,AR,29
BURDETTE,AR,60
CALDWELL,AR,42
CHERRY VALLEY,AR,14
CLARKEDALE,AR,224
COLT,AR,50
CRAWFORDSVILLE,AR,1215
CRUMROD,AR,311
DRIVER,AR,23
DYESS,AR,141
EARLE,AR,215
EDMONDSON,AR,102
ELAINE,AR,75
FORREST CITY,AR,39
FRENCHMANS BAYOU,AR,3401
GILMORE,AR,1249
GOODWIN,AR,24
HAYNES,AR,40
HELENA,AR,15
HETH,AR,3046
HICKORY RIDGE,AR,5
HUGHES,AR,28
JOINER,AR,560
KEISER,AR,21
LA GRANGE,AR,36
LAMBROOK,AR,308
LEPANTO,AR,18
LEXA,AR,9
LUXORA,AR,25
MADISON,AR,40
MARIANNA,AR,101
MARION,AR,547
MARKED TREE,AR,6
MARVELL,AR,346
MELLWOOD,AR,285
MORO,AR,13
ONEIDA,AR,32
OSCEOLA,AR,22
PALESTINE,AR,82
PARKIN,AR,158
POPLAR GROVE,AR,12
PROCTOR,AR,78
RIVERVALE,AR,18
SNOW LAKE,AR,347
TURNER,AR,267
TURRELL,AR,1537
TYRONZA,AR,9
VANNDALE,AR,11
WABASH,AR,18
WEST HELENA,AR,31
WEST RIDGE,AR,6
WHEATLEY,AR,20
WIDENER,AR,40
WILSON,AR,21
WYNNE,AR,14
JONESBORO,AR,211
ALICIA,AR,577
BAY,AR,21
BEECH GROVE,AR,57
BIGGERS,AR,114
BLACK OAK,AR,17
BLACK ROCK,AR,41
BONO,AR,212
BROOKLAND,AR,247
CARAWAY,AR,17
CASH,AR,655
CORNING,AR,6
DATTO,AR,7
DELAPLAINE,AR,573
DELL,AR,67
EGYPT,AR,604
ETOWAH,AR,11
FISHER,AR,158
GREENWAY,AR,5
GRUBBS,AR,16
HARRISBURG,AR,7
HOXIE,AR,31
IMBODEN,AR,88
KNOBEL,AR,116
LAFE,AR,53
LAKE CITY,AR,297
LEACHVILLE,AR,12
LYNN,AR,493
MC DOUGAL,AR,9
MANILA,AR,7
MARMADUKE,AR,58
MAYNARD,AR,11
MINTURN,AR,28
MONETTE,AR,302
O KEAN,AR,44
PARAGOULD,AR,54
PEACH ORCHARD,AR,6
PIGGOTT,AR,30
POCAHONTAS,AR,20
POLLARD,AR,77
PORTIA,AR,34
POWHATAN,AR,31
RAVENDEN,AR,90
RAVENDEN SPRINGS,AR,525
RECTOR,AR,6
REYNO,AR,10
SAINT FRANCIS,AR,6
SEDGWICK,AR,169
SMITHVILLE,AR,553
STATE UNIVERSITY,AR,60
STRAWBERRY,AR,510
SUCCESS,AR,98
SWIFTON,AR,64
TRUMANN,AR,157
TUCKERMAN,AR,16
WALCOTT,AR,303
WALDENBURG,AR,660
WALNUT RIDGE,AR,28
WARM SPRINGS,AR,459
WEINER,AR,11
WILLIFORD,AR,88
BATESVILLE,AR,45
HORSESHOE BEND,AR,15
ASH FLAT,AR,15
BEXAR,AR,298
BROCKWELL,AR,8
CALICO ROCK,AR,116
CAMP,AR,22
CAVE CITY,AR,75
CHARLOTTE,AR,39
CONCORD,AR,133
CORD,AR,557
CHEROKEE VILLAGE,AR,54
CUSHMAN,AR,85
DESHA,AR,26
DOLPH,AR,7
DRASCO,AR,31
ELIZABETH,AR,317
EVENING SHADE,AR,8
FIFTY SIX,AR,65
FLORAL,AR,124
FRANKLIN,AR,15
GAMALIEL,AR,65
GEPP,AR,329
GLENCOE,AR,15
GUION,AR,27
HARDY,AR,18
HEBER SPRINGS,AR,56
HENDERSON,AR,60
IDA,AR,38
LOCUST GROVE,AR,47
MAGNESS,AR,48
MAMMOTH SPRING,AR,15
MARCELLA,AR,441
MELBOURNE,AR,10
MOUNTAIN VIEW,AR,24
MOUNT PLEASANT,AR,8
NEWARK,AR,73
OIL TROUGH,AR,79
OXFORD,AR,11
PINEVILLE,AR,8
PLEASANT GROVE,AR,11
PLEASANT PLAINS,AR,7
POUGHKEEPSIE,AR,8
ROSIE,AR,47
SAFFELL,AR,561
SAGE,AR,6
SALADO,AR,82
SALEM,AR,314
SIDNEY,AR,349
STURKIE,AR,295
SULPHUR ROCK,AR,45
TUMBLING SHOALS,AR,40
VIOLA,AR,323
VIOLET HILL,AR,8
WIDEMAN,AR,7
WISEMAN,AR,8
HARRISON,AR,55
ALPENA,AR,57
BEAVER,AR,86
BERGMAN,AR,52
BERRYVILLE,AR,18
BIG FLAT,AR,459
BULL SHOALS,AR,5
CLARKRIDGE,AR,62
COMPTON,AR,53
COTTER,AR,86
DEER,AR,510
DENNARD,AR,21
DIAMOND CITY,AR,381
EUREKA SPRINGS,AR,126
EVERTON,AR,106
FLIPPIN,AR,34
GASSVILLE,AR,17
GILBERT,AR,17
GREEN FOREST,AR,6
HARRIET,AR,17
HASTY,AR,14
JASPER,AR,10
LAKEVIEW,AR,84
LEAD HILL,AR,832
LESLIE,AR,17
MARBLE FALLS,AR,78
MARSHALL,AR,11
MIDWAY,AR,82
MOUNTAIN HOME,AR,74
MOUNT JUDEA,AR,10
TIMBO,AR,19
NORFORK,AR,69
OAK GROVE,AR,79
OAKLAND,AR,48
OMAHA,AR,39
ONIA,AR,514
PARTHENON,AR,10
PEEL,AR,19
PINDALL,AR,13
PONCA,AR,12
PYATT,AR,14
SAINT JOE,AR,11
SUMMIT,AR,9
TILLY,AR,686
VALLEY SPRINGS,AR,61
VENDOR,AR,10
WESTERN GROVE,AR,53
WITTS SPRINGS,AR,510
YELLVILLE,AR,9
FAYETTEVILLE,AR,609
AVOCA,AR,9
BENTONVILLE,AR,509
BELLA VISTA,AR,417
CANEHILL,AR,39
CAVE SPRINGS,AR,759
CENTERTON,AR,528
COMBS,AR,2002
DECATUR,AR,11
ELKINS,AR,420
ELM SPRINGS,AR,978
EVANSVILLE,AR,471
FARMINGTON,AR,585
GARFIELD,AR,190
GATEWAY,AR,176
GENTRY,AR,17
GOSHEN,AR,525
GRAVETTE,AR,10
GREENLAND,AR,186
HINDSVILLE,AR,1200
HIWASSE,AR,434
HUNTSVILLE,AR,13
JOHNSON,AR,640
KINGSTON,AR,1812
LINCOLN,AR,721
LOWELL,AR,785
MAYSVILLE,AR,33
MORROW,AR,28
PEA RIDGE,AR,462
PETTIGREW,AR,1906
PRAIRIE GROVE,AR,25
ROGERS,AR,663
SAINT PAUL,AR,1981
SILOAM SPRINGS,AR,74
SPRINGDALE,AR,860
SULPHUR SPRINGS,AR,56
SUMMERS,AR,22
TONTITOWN,AR,863
WESLEY,AR,68
WEST FORK,AR,277
WITTER,AR,14
RUSSELLVILLE,AR,111
ALIX,AR,45
ALTUS,AR,45
ATKINS,AR,146
BELLEVILLE,AR,12
BLUE MOUNTAIN,AR,24
BLUFFTON,AR,978
BRIGGSVILLE,AR,12
CENTERVILLE,AR,62
CLARKSVILLE,AR,29
COAL HILL,AR,56
DANVILLE,AR,14
DARDANELLE,AR,97
DELAWARE,AR,106
DOVER,AR,99
GRAVELLY,AR,1006
HAGARVILLE,AR,31
HARTMAN,AR,53
HARVEY,AR,1014
HAVANA,AR,123
HECTOR,AR,15
KNOXVILLE,AR,41
LAMAR,AR,33
LONDON,AR,109
NEW BLAINE,AR,13
OARK,AR,1483
OLA,AR,13
OZONE,AR,1046
PARIS,AR,40
PELSOR,AR,678
PLAINVIEW,AR,13
POTTSVILLE,AR,112
ROVER,AR,14
SCRANTON,AR,173
SUBIACO,AR,36
FORT SMITH,AR,397
ALMA,AR,341
BARLING,AR,380
BOLES,AR,9
BOONEVILLE,AR,13
BRANCH,AR,30
CECIL,AR,38
CEDARVILLE,AR,103
CHARLESTON,AR,5
CHESTER,AR,7
DYER,AR,72
GREENWOOD,AR,245
HACKETT,AR,172
HARTFORD,AR,620
HUNTINGTON,AR,18
LAVACA,AR,219
MAGAZINE,AR,32
MANSFIELD,AR,358
MIDLAND,AR,18
MOUNTAINBURG,AR,412
MULBERRY,AR,31
NATURAL DAM,AR,26
OZARK,AR,27
PARKS,AR,9
RATCLIFF,AR,38
RUDY,AR,219
UNIONTOWN,AR,62
VAN BUREN,AR,210
WALDRON,AR,8
WINSLOW,AR,7
ALBERT,OK,14
ALEX,OK,473
EDMOND,OK,1510
AMBER,OK,61
ANADARKO,OK,12
APACHE,OK,311
ARCADIA,OK,16
BETHANY,OK,2370
BINGER,OK,5
BLANCHARD,OK,1681
BRADLEY,OK,273
CALUMET,OK,44
CARNEGIE,OK,682
CASHION,OK,2007
CEMENT,OK,347
CHICKASHA,OK,54
NORMAN,OK,718
CHOCTAW,OK,457
COLONY,OK,348
CONCHO,OK,800
CORN,OK,92
COYLE,OK,607
CRESCENT,OK,456
CYRIL,OK,19
DAVIS,OK,45
DIBBLE,OK,43
DOUGHERTY,OK,43
EAKLY,OK,5
EL RENO,OK,102
FORT COBB,OK,14
GEARY,OK,126
GOTEBO,OK,32
GRACEMONT,OK,14
GREENFIELD,OK,16
GUTHRIE,OK,55
HARRAH,OK,117
HINTON,OK,12
HYDRO,OK,7
JONES,OK,624
LANGSTON,OK,48
LEXINGTON,OK,25
LINDSAY,OK,195
LOOKEBA,OK,92
LUTHER,OK,35
MARLOW,OK,61
MARSHALL,OK,213
MAYSVILLE,OK,39
MERIDIAN,OK,56
MINCO,OK,29
MORRISON,OK,35
MOUNTAIN VIEW,OK,688
MULHALL,OK,2997
MUSTANG,OK,70
NEWCASTLE,OK,2766
NICOMA PARK,OK,1094
NINNEKAH,OK,53
NOBLE,OK,426
ORLANDO,OK,231
PAOLI,OK,40
PAULS VALLEY,OK,37
PERRY,OK,17
PIEDMONT,OK,2869
POCASSET,OK,913
PURCELL,OK,47
RUSH SPRINGS,OK,157
SPENCER,OK,1936
YUKON,OK,1335
SULPHUR,OK,42
TUTTLE,OK,2894
UNION CITY,OK,1537
VERDEN,OK,168
WASHINGTON,OK,345
WAYNE,OK,11
WEATHERFORD,OK,43
WHEATLAND,OK,15
WYNNEWOOD,OK,71
OKLAHOMA CITY,OK,3276
TINKER AFB,OK,191
OKLAHOMA CITY,OK,3276
AUSTIN,TX,6791
ARDMORE,OK,87
COUNTYLINE,OK,465
BURNEYVILLE,OK,29
COLEMAN,OK,837
ELMORE CITY,OK,30
FOSTER,OK,904
FOX,OK,7
GENE AUTRY,OK,91
GRAHAM,OK,14
HEALDTON,OK,10
KINGSTON,OK,18
LEBANON,OK,31
LEON,OK,232
LOCO,OK,78
LONE GROVE,OK,97
HENNEPIN,OK,10
MADILL,OK,41
MANNSVILLE,OK,24
MARIETTA,OK,12
MEAD,OK,100
MILBURN,OK,141
OVERBROOK,OK,158
RAVIA,OK,26
RINGLING,OK,57
SPRINGER,OK,97
THACKERVILLE,OK,13
TISHOMINGO,OK,10
WAPANUCKA,OK,60
WILSON,OK,131
RATLIFF CITY,OK,456
TATUMS,OK,516
TUSSY,OK,467
VELMA,OK,81
LAWTON,OK,269
FORT SILL,OK,257
ADDINGTON,OK,70
ALTUS,OK,64
ALTUS AFB,OK,54
BLAIR,OK,6
CACHE,OK,10
CHATTANOOGA,OK,292
COMANCHE,OK,90
DAVIDSON,OK,47
DEVOL,OK,303
DUKE,OK,78
DUNCAN,OK,110
ELDORADO,OK,113
ELGIN,OK,15
ELMER,OK,119
FAXON,OK,292
FLETCHER,OK,8
FREDERICK,OK,8
